transcript_BGM_M len_BGM_M n_var_BGM_M
TRINITY_DN63761_c0_g1_i4 3973 1
TRINITY_DN637_c2_g2_i1 439 3
TRINITY_DN637_c5_g1_i2 3901 5
TRINITY_DN6380_c0_g1_i1 766 3
TRINITY_DN6380_c1_g1_i6 919 1
TRINITY_DN6381_c0_g1_i3 739 19
TRINITY_DN6383_c0_g1_i6 2191 20
TRINITY_DN6384_c0_g1_i5 1270 1
TRINITY_DN6389_c0_g1_i1 2524 4
TRINITY_DN638_c0_g1_i8 1654 6
TRINITY_DN638_c0_g2_i1 1069 2
TRINITY_DN63957_c0_g1_i1 301 11
TRINITY_DN6395_c0_g1_i6 367 10
TRINITY_DN639_c0_g2_i2 1354 2
TRINITY_DN63_c0_g1_i4 1411 8
TRINITY_DN64000_c0_g1_i4 334 2
TRINITY_DN64006_c0_g1_i1 328 1
TRINITY_DN64019_c0_g1_i1 514 24
TRINITY_DN640_c0_g1_i10 790 1
TRINITY_DN6410_c0_g1_i8 352 11
TRINITY_DN6413_c0_g2_i4 775 1
TRINITY_DN6413_c0_g4_i2 1477 2
TRINITY_DN6413_c1_g2_i7 2902 1
TRINITY_DN6413_c3_g1_i2 961 3
TRINITY_DN64148_c0_g1_i1 829 34
TRINITY_DN64154_c0_g3_i3 715 4
TRINITY_DN64184_c0_g1_i1 316 5
TRINITY_DN6419_c0_g1_i6 1048 46
TRINITY_DN641_c0_g1_i4 5059 49
TRINITY_DN641_c0_g2_i2 7024 13
TRINITY_DN641_c13_g1_i1 1492 2
TRINITY_DN641_c1_g1_i5 784 38
TRINITY_DN64300_c0_g1_i2 349 8
TRINITY_DN64319_c0_g1_i1 328 1
TRINITY_DN64357_c0_g1_i4 1867 4
TRINITY_DN64362_c0_g1_i2 361 10
TRINITY_DN64393_c0_g1_i1 307 1
TRINITY_DN6439_c2_g1_i2 577 4
TRINITY_DN64420_c1_g1_i3 1630 6
TRINITY_DN64420_c1_g2_i2 1618 12
TRINITY_DN64429_c0_g1_i2 928 1
TRINITY_DN6445_c0_g1_i3 952 1
TRINITY_DN6446_c0_g1_i1 961 5
TRINITY_DN64494_c0_g1_i4 397 23
TRINITY_DN6449_c0_g1_i1 736 23
TRINITY_DN644_c0_g1_i2 2161 9
TRINITY_DN644_c0_g2_i1 2197 2
TRINITY_DN6451_c0_g1_i1 5254 25
TRINITY_DN6456_c0_g1_i2 1108 1
TRINITY_DN6456_c2_g1_i4 1540 1
TRINITY_DN6457_c0_g1_i5 4864 7
TRINITY_DN6458_c0_g1_i8 1225 5
TRINITY_DN645_c2_g1_i2 1192 1
TRINITY_DN6460_c0_g1_i10 4879 9
TRINITY_DN64611_c0_g1_i14 475 3
TRINITY_DN64618_c0_g1_i4 376 2
TRINITY_DN6461_c0_g1_i6 8254 14
TRINITY_DN64627_c0_g1_i1 457 10
TRINITY_DN64627_c0_g2_i1 403 7
TRINITY_DN64629_c0_g1_i4 397 20
TRINITY_DN64629_c1_g1_i8 313 7
TRINITY_DN6462_c0_g1_i3 2392 1
TRINITY_DN64639_c0_g1_i1 736 39
TRINITY_DN6463_c0_g1_i1 2245 3
TRINITY_DN64641_c0_g1_i4 1114 4
TRINITY_DN64654_c0_g1_i5 442 12
TRINITY_DN64654_c1_g1_i4 436 18
TRINITY_DN6467_c0_g1_i3 823 3
TRINITY_DN64705_c0_g1_i3 1363 1
TRINITY_DN6472_c0_g1_i2 1201 1
TRINITY_DN64748_c0_g1_i2 2794 5
TRINITY_DN6474_c0_g1_i5 817 32
TRINITY_DN6476_c9_g1_i1 1294 2
TRINITY_DN64781_c0_g1_i8 559 11
TRINITY_DN647_c0_g2_i8 610 1
TRINITY_DN64800_c0_g4_i1 637 1
TRINITY_DN6484_c0_g1_i14 7243 24
TRINITY_DN6485_c0_g1_i1 1003 3
TRINITY_DN6485_c0_g2_i1 2674 3
TRINITY_DN64876_c0_g1_i3 1183 5
TRINITY_DN6487_c0_g1_i12 526 3
TRINITY_DN648_c0_g1_i2 1237 6
TRINITY_DN64906_c1_g1_i4 511 24
TRINITY_DN6490_c0_g1_i7 2068 1
TRINITY_DN64919_c0_g1_i3 475 12
TRINITY_DN6491_c0_g1_i1 355 2
TRINITY_DN64963_c0_g1_i6 559 32
TRINITY_DN649_c0_g1_i5 2647 5
TRINITY_DN649_c1_g1_i1 700 1
TRINITY_DN64_c1_g1_i8 2671 1
TRINITY_DN64_c2_g1_i6 3871 3
TRINITY_DN64_c3_g1_i4 379 1
TRINITY_DN64_c4_g3_i2 1099 6
TRINITY_DN65017_c0_g1_i1 313 4
TRINITY_DN65050_c1_g1_i2 577 7
TRINITY_DN65054_c0_g1_i4 949 29
TRINITY_DN650_c1_g2_i1 1909 2
TRINITY_DN65129_c0_g1_i3 2860 11
TRINITY_DN6513_c0_g1_i3 511 10
TRINITY_DN6513_c1_g1_i2 1315 25
TRINITY_DN65161_c0_g1_i1 472 1
TRINITY_DN65163_c0_g1_i3 1459 1
TRINITY_DN6516_c0_g1_i3 322 10
TRINITY_DN65172_c0_g1_i1 310 8
TRINITY_DN6517_c0_g1_i6 1171 25
TRINITY_DN651_c1_g1_i1 2503 2
TRINITY_DN651_c1_g2_i2 1450 9
TRINITY_DN651_c1_g3_i1 931 5
TRINITY_DN651_c6_g1_i2 694 1
TRINITY_DN651_c9_g1_i1 3358 4
TRINITY_DN6522_c0_g1_i1 868 23
TRINITY_DN65234_c0_g1_i2 388 13
TRINITY_DN6526_c1_g1_i1 571 5
TRINITY_DN6527_c0_g1_i23 8599 11
TRINITY_DN65282_c0_g1_i4 424 6
TRINITY_DN6529_c0_g2_i1 424 1
TRINITY_DN652_c0_g1_i12 3799 6
TRINITY_DN6530_c0_g1_i4 1144 1
TRINITY_DN65316_c0_g1_i1 1378 21
TRINITY_DN6531_c0_g1_i11 1495 55
TRINITY_DN6531_c1_g1_i6 3553 68
TRINITY_DN6532_c0_g1_i15 2710 8
TRINITY_DN6534_c0_g1_i6 5926 28
TRINITY_DN65365_c0_g1_i1 430 13
TRINITY_DN6539_c0_g1_i1 1624 2
TRINITY_DN6539_c0_g2_i3 1699 6
TRINITY_DN653_c7_g1_i1 1834 2
TRINITY_DN65425_c0_g2_i1 421 8
TRINITY_DN6542_c0_g1_i4 1111 6
TRINITY_DN6542_c0_g2_i1 1264 12
TRINITY_DN6544_c0_g2_i4 847 5
TRINITY_DN65464_c0_g1_i6 319 5
TRINITY_DN65498_c0_g1_i1 301 1
TRINITY_DN6549_c1_g1_i3 1147 1
TRINITY_DN654_c0_g1_i1 361 1
TRINITY_DN654_c1_g1_i4 1570 8
TRINITY_DN65508_c0_g2_i1 325 9
TRINITY_DN6551_c0_g1_i9 601 25
TRINITY_DN65525_c0_g2_i2 2629 1
TRINITY_DN6553_c0_g1_i23 529 1
TRINITY_DN65556_c0_g1_i1 703 1
TRINITY_DN65557_c0_g1_i4 337 3
TRINITY_DN65568_c0_g1_i3 325 11
TRINITY_DN6558_c0_g1_i1 2605 7
TRINITY_DN655_c0_g1_i1 406 1
TRINITY_DN6560_c0_g1_i11 1246 2
TRINITY_DN6560_c1_g1_i2 328 1
TRINITY_DN65626_c0_g1_i7 343 7
TRINITY_DN65635_c0_g1_i4 412 16
TRINITY_DN6563_c0_g4_i1 2812 2
TRINITY_DN6565_c1_g1_i7 1369 3
TRINITY_DN65695_c0_g1_i1 451 14
TRINITY_DN656_c0_g1_i4 658 7
TRINITY_DN6571_c0_g1_i6 673 14
TRINITY_DN65720_c0_g1_i5 1222 31
TRINITY_DN65730_c0_g3_i6 2875 6
TRINITY_DN65736_c0_g1_i2 1435 6
TRINITY_DN6574_c1_g1_i7 2119 1
TRINITY_DN6574_c2_g1_i1 355 1
TRINITY_DN65757_c0_g1_i1 355 8
TRINITY_DN65762_c0_g1_i5 307 6
TRINITY_DN65795_c0_g1_i2 361 4
TRINITY_DN65797_c0_g1_i1 325 13
TRINITY_DN657_c0_g3_i2 1714 44
TRINITY_DN657_c1_g1_i6 2044 1
TRINITY_DN657_c20_g3_i1 817 1
TRINITY_DN657_c2_g1_i1 1681 34
TRINITY_DN6580_c0_g1_i6 421 10
TRINITY_DN6582_c0_g1_i7 961 22
TRINITY_DN65835_c0_g1_i1 568 15
TRINITY_DN65857_c0_g2_i7 1891 7
TRINITY_DN65912_c0_g1_i4 304 15
TRINITY_DN65918_c0_g1_i4 391 13
TRINITY_DN65926_c0_g1_i1 511 12
TRINITY_DN6593_c0_g1_i1 1552 1
TRINITY_DN65944_c0_g1_i1 499 1
TRINITY_DN65944_c0_g2_i3 325 12
TRINITY_DN65947_c0_g1_i2 409 6
TRINITY_DN65949_c0_g1_i1 373 13
TRINITY_DN65973_c0_g2_i3 1729 3
TRINITY_DN65_c0_g1_i4 463 2
TRINITY_DN65_c1_g1_i3 1270 1
TRINITY_DN65_c1_g2_i1 2356 7
TRINITY_DN65_c3_g1_i2 1975 7
TRINITY_DN65_c6_g1_i1 13486 60
TRINITY_DN66006_c0_g1_i3 1888 6
TRINITY_DN66028_c0_g1_i2 853 18
TRINITY_DN6604_c0_g1_i8 2065 4
TRINITY_DN6607_c0_g1_i4 1117 49
TRINITY_DN6608_c0_g1_i4 1861 65
TRINITY_DN6611_c0_g1_i7 4597 187
TRINITY_DN66123_c0_g1_i1 463 13
TRINITY_DN6614_c0_g2_i45 2248 1
TRINITY_DN66156_c0_g2_i4 2491 46
TRINITY_DN6615_c0_g1_i9 508 12
TRINITY_DN6616_c1_g1_i15 2149 18
TRINITY_DN6617_c0_g1_i12 328 7
TRINITY_DN6619_c0_g1_i2 1255 5
TRINITY_DN6619_c1_g1_i1 3049 2
TRINITY_DN661_c0_g5_i1 2641 11
TRINITY_DN66213_c0_g1_i1 397 1
TRINITY_DN66237_c0_g1_i1 352 1
TRINITY_DN66238_c0_g1_i3 916 17
TRINITY_DN66241_c0_g3_i2 391 1
TRINITY_DN6625_c0_g1_i8 892 4
TRINITY_DN6626_c0_g1_i11 397 12
TRINITY_DN662_c1_g1_i1 1387 3
TRINITY_DN662_c1_g3_i1 1177 1
TRINITY_DN6630_c1_g1_i7 463 16
TRINITY_DN6631_c1_g1_i1 310 9
TRINITY_DN6635_c0_g1_i12 700 1
TRINITY_DN66366_c0_g1_i1 421 15
TRINITY_DN6636_c1_g1_i7 3619 1
TRINITY_DN66371_c0_g2_i7 643 2
TRINITY_DN6637_c0_g1_i6 1087 47
TRINITY_DN6639_c0_g3_i5 742 1
TRINITY_DN663_c0_g1_i11 3436 8
TRINITY_DN6641_c0_g2_i18 4396 3
TRINITY_DN6642_c0_g4_i1 1654 1
TRINITY_DN66499_c0_g1_i1 961 2
TRINITY_DN66516_c0_g1_i1 313 11
TRINITY_DN66522_c0_g2_i4 676 7
TRINITY_DN66527_c0_g1_i3 301 1
TRINITY_DN66541_c0_g3_i4 334 20
TRINITY_DN66582_c1_g1_i4 1237 3
TRINITY_DN665_c0_g1_i8 1855 13
TRINITY_DN665_c2_g1_i9 520 1
TRINITY_DN665_c3_g1_i3 511 20
TRINITY_DN66614_c0_g1_i1 313 3
TRINITY_DN66658_c0_g1_i3 304 7
TRINITY_DN66663_c0_g1_i1 424 20
TRINITY_DN66664_c0_g4_i1 421 3
TRINITY_DN66664_c0_g5_i2 409 8
TRINITY_DN666_c0_g1_i12 1216 6
TRINITY_DN6670_c1_g1_i2 1594 4
TRINITY_DN6675_c0_g1_i16 2599 42
TRINITY_DN66763_c0_g1_i10 379 16
TRINITY_DN66773_c0_g1_i2 1132 10
TRINITY_DN667_c10_g1_i1 415 11
TRINITY_DN667_c1_g1_i8 1315 59
TRINITY_DN667_c1_g2_i1 3115 25
TRINITY_DN667_c2_g1_i1 640 2
TRINITY_DN667_c4_g1_i9 1333 31
TRINITY_DN6682_c0_g1_i13 2122 59
TRINITY_DN6683_c0_g1_i5 3400 6
TRINITY_DN66842_c2_g1_i1 322 11
TRINITY_DN66883_c1_g1_i1 2236 2
TRINITY_DN6688_c0_g1_i7 1084 55
TRINITY_DN6689_c0_g1_i1 1429 2
TRINITY_DN6689_c0_g2_i1 481 2
TRINITY_DN6689_c0_g3_i1 1483 1
TRINITY_DN6691_c0_g1_i2 751 2
TRINITY_DN6692_c0_g1_i3 1162 4
TRINITY_DN6693_c1_g1_i2 1321 2
TRINITY_DN6694_c0_g1_i9 2935 2
TRINITY_DN6695_c0_g1_i8 3550 11
TRINITY_DN6699_c0_g1_i4 2062 4
TRINITY_DN669_c0_g2_i5 589 1
TRINITY_DN669_c1_g1_i1 1810 34
TRINITY_DN669_c3_g1_i2 3754 4
TRINITY_DN67011_c0_g1_i2 892 3
TRINITY_DN67029_c0_g1_i1 520 19
TRINITY_DN6702_c0_g1_i4 1876 4
TRINITY_DN67034_c0_g1_i5 436 20
TRINITY_DN67036_c0_g1_i4 2746 58
TRINITY_DN67047_c0_g1_i1 442 2
TRINITY_DN6705_c0_g1_i4 886 2
TRINITY_DN6706_c0_g1_i3 4828 2
TRINITY_DN6706_c2_g1_i2 4087 12
TRINITY_DN6706_c5_g1_i1 799 4
TRINITY_DN6708_c0_g1_i4 1585 50
TRINITY_DN6708_c0_g2_i1 1210 18
TRINITY_DN6708_c0_g3_i1 1063 25
TRINITY_DN67130_c0_g1_i2 2848 20
TRINITY_DN6713_c0_g1_i4 2977 1
TRINITY_DN67150_c0_g2_i1 430 9
TRINITY_DN67185_c0_g1_i2 640 1
TRINITY_DN67228_c0_g3_i3 853 8
TRINITY_DN67272_c0_g1_i1 427 1
TRINITY_DN6729_c0_g1_i4 1828 70
TRINITY_DN6731_c0_g1_i4 559 12
TRINITY_DN67320_c0_g1_i5 385 5
TRINITY_DN67339_c0_g1_i5 1480 36
TRINITY_DN67346_c0_g1_i4 775 22
TRINITY_DN6737_c0_g3_i4 1198 6
TRINITY_DN673_c1_g2_i1 670 6
TRINITY_DN6740_c1_g1_i1 379 1
TRINITY_DN67411_c0_g1_i7 895 9
TRINITY_DN6741_c0_g1_i2 691 1
TRINITY_DN67421_c0_g1_i6 592 7
TRINITY_DN67447_c0_g1_i1 1120 2
TRINITY_DN67458_c1_g1_i11 1033 1
TRINITY_DN674_c0_g1_i1 1981 3
TRINITY_DN674_c2_g1_i1 931 1
TRINITY_DN674_c6_g1_i6 2797 10
TRINITY_DN67505_c0_g1_i1 370 12
TRINITY_DN67557_c0_g2_i6 634 2
TRINITY_DN6756_c0_g1_i2 1372 6
TRINITY_DN675_c1_g1_i5 1681 2
TRINITY_DN675_c2_g1_i3 2170 6
TRINITY_DN675_c5_g1_i1 874 43
TRINITY_DN675_c6_g1_i2 967 2
TRINITY_DN675_c9_g1_i1 457 2
TRINITY_DN67607_c2_g3_i1 1831 2
TRINITY_DN67624_c0_g2_i3 613 7
TRINITY_DN67651_c0_g1_i9 706 1
TRINITY_DN6765_c0_g1_i5 307 17
TRINITY_DN676_c0_g1_i5 1993 2
TRINITY_DN676_c1_g1_i5 862 5
TRINITY_DN6774_c0_g1_i3 874 26
TRINITY_DN6776_c0_g1_i7 1783 3
TRINITY_DN677_c10_g1_i1 3079 3
TRINITY_DN677_c1_g1_i11 1726 43
TRINITY_DN6782_c1_g1_i5 1585 63
TRINITY_DN6784_c0_g1_i1 1240 1
TRINITY_DN67851_c0_g1_i4 2113 3
TRINITY_DN6785_c0_g1_i2 622 29
TRINITY_DN6786_c0_g1_i6 1402 4
TRINITY_DN6787_c0_g1_i7 2257 26
TRINITY_DN67892_c0_g1_i3 1249 4
TRINITY_DN6789_c1_g1_i1 361 2
TRINITY_DN678_c0_g2_i8 3814 4
TRINITY_DN678_c5_g2_i2 1345 13
TRINITY_DN67923_c0_g1_i6 538 11
TRINITY_DN67943_c1_g1_i4 358 12
TRINITY_DN67964_c0_g1_i5 538 1
TRINITY_DN67999_c0_g1_i8 871 9
TRINITY_DN6799_c0_g2_i1 1246 1
TRINITY_DN6801_c1_g1_i1 823 2
TRINITY_DN68021_c0_g1_i5 331 21
TRINITY_DN68021_c2_g1_i23 415 17
TRINITY_DN6802_c0_g2_i5 1201 3
TRINITY_DN68034_c0_g1_i1 322 10
TRINITY_DN68040_c2_g2_i1 403 10
TRINITY_DN68051_c0_g2_i1 310 1
TRINITY_DN68052_c0_g1_i9 997 1
TRINITY_DN6806_c0_g2_i11 2068 25
TRINITY_DN6808_c0_g1_i18 787 29
TRINITY_DN6808_c0_g3_i1 592 1
TRINITY_DN680_c0_g1_i2 526 4
TRINITY_DN680_c0_g2_i1 526 10
TRINITY_DN680_c0_g3_i1 949 31
TRINITY_DN68118_c0_g1_i1 382 2
TRINITY_DN681_c0_g1_i4 1519 3
TRINITY_DN681_c0_g6_i2 1360 1
TRINITY_DN6821_c0_g1_i1 1285 21
TRINITY_DN6821_c0_g2_i5 1312 14
TRINITY_DN6821_c0_g3_i1 1033 6
TRINITY_DN6826_c0_g1_i8 706 29
TRINITY_DN68286_c0_g1_i1 556 1
TRINITY_DN682_c0_g1_i1 970 1
TRINITY_DN6831_c0_g1_i3 742 2
TRINITY_DN68340_c1_g1_i4 316 8
TRINITY_DN68345_c0_g1_i4 391 11
TRINITY_DN68351_c2_g1_i1 472 1
TRINITY_DN68379_c0_g1_i6 520 21
TRINITY_DN6839_c0_g2_i1 535 14
TRINITY_DN683_c0_g1_i1 991 1
TRINITY_DN6841_c0_g1_i3 1063 1
TRINITY_DN6841_c1_g1_i4 1339 1
TRINITY_DN68428_c1_g1_i9 454 13
TRINITY_DN68436_c0_g1_i3 439 15
TRINITY_DN6847_c0_g1_i4 691 20
TRINITY_DN68485_c0_g1_i6 535 3
TRINITY_DN6848_c0_g3_i2 1660 8
TRINITY_DN684_c0_g1_i7 4753 21
TRINITY_DN684_c3_g1_i3 1243 37
TRINITY_DN6853_c0_g1_i21 940 1
TRINITY_DN6854_c0_g1_i16 1057 40
TRINITY_DN6854_c0_g2_i1 790 7
TRINITY_DN68588_c0_g1_i2 460 15
TRINITY_DN6859_c0_g1_i1 787 9
TRINITY_DN6861_c1_g2_i2 3349 6
TRINITY_DN68637_c0_g1_i2 328 9
TRINITY_DN68663_c0_g1_i2 334 20
TRINITY_DN6866_c0_g1_i4 1279 39
TRINITY_DN68675_c0_g1_i2 361 9
TRINITY_DN686_c0_g1_i6 2362 1
TRINITY_DN68708_c0_g1_i2 304 7
TRINITY_DN6870_c0_g1_i10 3739 5
TRINITY_DN6870_c1_g1_i17 1561 1
TRINITY_DN6870_c3_g2_i3 1390 2
TRINITY_DN68713_c0_g1_i3 322 21
TRINITY_DN68722_c0_g1_i1 1450 4
TRINITY_DN687_c0_g1_i11 529 2
TRINITY_DN687_c0_g3_i1 355 2
TRINITY_DN6882_c0_g1_i4 1564 1
TRINITY_DN6884_c0_g1_i5 2107 7
TRINITY_DN6885_c0_g1_i3 316 7
TRINITY_DN68865_c0_g1_i1 337 1
TRINITY_DN68885_c0_g1_i2 385 13
TRINITY_DN6888_c0_g1_i1 5917 15
TRINITY_DN6888_c0_g2_i3 1492 2
TRINITY_DN6889_c0_g1_i1 1345 10
TRINITY_DN688_c0_g1_i3 550 23
TRINITY_DN688_c11_g1_i1 3712 19
TRINITY_DN688_c2_g1_i5 1075 2
TRINITY_DN688_c3_g1_i6 1081 1
TRINITY_DN688_c6_g2_i1 661 1
TRINITY_DN688_c8_g1_i1 1765 49
TRINITY_DN6891_c0_g1_i19 2905 15
TRINITY_DN68920_c1_g1_i2 298 7
TRINITY_DN6896_c0_g1_i15 3148 6
TRINITY_DN68973_c0_g1_i2 1414 2
TRINITY_DN68_c0_g1_i18 1252 1
TRINITY_DN69018_c0_g1_i1 529 3
TRINITY_DN6904_c0_g3_i3 778 3
TRINITY_DN6908_c0_g1_i7 3862 6
TRINITY_DN690_c1_g1_i5 2623 6
TRINITY_DN6910_c0_g1_i8 715 3
TRINITY_DN6910_c2_g1_i1 754 1
TRINITY_DN6911_c0_g1_i6 1780 81
TRINITY_DN691_c0_g1_i1 2389 12
TRINITY_DN69211_c1_g1_i1 697 25
TRINITY_DN6924_c0_g1_i13 466 3
TRINITY_DN6924_c1_g1_i2 1564 3
TRINITY_DN6924_c3_g1_i2 340 2
TRINITY_DN6927_c0_g1_i1 1423 3
TRINITY_DN6927_c1_g1_i1 1024 25
TRINITY_DN6929_c3_g1_i4 799 5
TRINITY_DN692_c0_g1_i3 1918 37
TRINITY_DN692_c2_g1_i8 1075 42
TRINITY_DN692_c3_g1_i4 1006 1
TRINITY_DN6931_c1_g1_i7 5812 8
TRINITY_DN6931_c4_g1_i2 655 6
TRINITY_DN6938_c0_g1_i5 766 9
TRINITY_DN69399_c0_g1_i1 1693 1
TRINITY_DN693_c0_g5_i1 1180 1
TRINITY_DN69411_c0_g1_i1 307 9
TRINITY_DN69413_c0_g1_i20 442 16
TRINITY_DN6941_c1_g1_i3 877 11
TRINITY_DN69425_c0_g1_i4 310 12
TRINITY_DN69429_c0_g1_i5 514 16
TRINITY_DN6944_c1_g4_i8 4060 8
TRINITY_DN69457_c0_g1_i1 1108 34
TRINITY_DN69458_c0_g1_i7 517 9
TRINITY_DN6949_c0_g2_i5 2362 3
TRINITY_DN6949_c0_g3_i4 385 2
TRINITY_DN694_c0_g1_i13 982 1
TRINITY_DN6950_c0_g1_i13 547 3
TRINITY_DN6951_c1_g1_i4 1267 6
TRINITY_DN69539_c0_g1_i2 301 2
TRINITY_DN6957_c0_g1_i4 745 26
TRINITY_DN6957_c0_g2_i1 3478 5
TRINITY_DN6959_c0_g1_i5 1057 4
TRINITY_DN695_c0_g2_i15 1327 11
TRINITY_DN69636_c0_g1_i1 496 1
TRINITY_DN6963_c0_g1_i1 1117 1
TRINITY_DN6963_c2_g1_i5 634 9
TRINITY_DN69665_c0_g1_i1 346 2
TRINITY_DN6966_c0_g1_i4 1978 89
TRINITY_DN696_c1_g1_i1 661 1
TRINITY_DN6971_c0_g1_i9 1063 13
TRINITY_DN6972_c0_g1_i3 2296 2
TRINITY_DN6974_c0_g2_i1 1930 5
TRINITY_DN69768_c0_g1_i6 352 2
TRINITY_DN6979_c2_g1_i1 766 3
TRINITY_DN697_c1_g1_i6 433 9
TRINITY_DN697_c2_g1_i3 535 11
TRINITY_DN6985_c0_g1_i1 1261 10
TRINITY_DN6987_c0_g1_i8 841 23
TRINITY_DN698_c0_g1_i2 355 2
TRINITY_DN69940_c0_g1_i6 445 8
TRINITY_DN6995_c0_g1_i5 493 19
TRINITY_DN6997_c0_g1_i11 1006 14
TRINITY_DN6999_c0_g1_i4 364 17
TRINITY_DN69_c0_g1_i4 3325 4
TRINITY_DN6_c0_g1_i4 1729 8
TRINITY_DN6_c0_g4_i2 421 2
TRINITY_DN6_c0_g5_i2 3766 4
TRINITY_DN6_c1_g2_i1 673 1
TRINITY_DN6_c2_g1_i2 2887 14
TRINITY_DN70007_c2_g2_i1 412 2
TRINITY_DN7003_c0_g2_i10 5224 13
TRINITY_DN7004_c0_g1_i1 952 1
TRINITY_DN7004_c0_g2_i1 1507 34
TRINITY_DN7005_c0_g2_i4 1381 7
TRINITY_DN7006_c0_g3_i1 739 2
TRINITY_DN7008_c0_g1_i4 1807 2
TRINITY_DN700_c13_g1_i1 3271 7
TRINITY_DN700_c14_g1_i1 631 3
TRINITY_DN700_c18_g1_i1 1066 7
TRINITY_DN700_c2_g1_i1 916 1
TRINITY_DN700_c3_g1_i1 580 14
TRINITY_DN700_c5_g1_i1 1681 1
TRINITY_DN700_c6_g1_i3 1366 1
TRINITY_DN70104_c0_g1_i12 2089 1
TRINITY_DN7010_c0_g1_i1 2428 6
TRINITY_DN7010_c0_g2_i1 2428 4
TRINITY_DN70148_c0_g3_i3 439 13
TRINITY_DN7017_c0_g1_i2 790 4
TRINITY_DN701_c0_g1_i6 574 2
TRINITY_DN701_c0_g2_i3 10723 4
TRINITY_DN701_c1_g1_i2 1336 1
TRINITY_DN701_c1_g2_i4 1066 3
TRINITY_DN7022_c0_g1_i3 403 1
TRINITY_DN7023_c0_g1_i1 550 1
TRINITY_DN70257_c0_g1_i4 751 39
TRINITY_DN7026_c1_g1_i8 709 22
TRINITY_DN7026_c1_g2_i1 442 5
TRINITY_DN7027_c2_g1_i11 736 8
TRINITY_DN70282_c0_g1_i2 1432 1
TRINITY_DN702_c0_g4_i1 1225 2
TRINITY_DN702_c1_g1_i1 1807 5
TRINITY_DN702_c3_g1_i7 2407 5
TRINITY_DN702_c5_g1_i1 2956 102
TRINITY_DN70300_c0_g1_i1 307 6
TRINITY_DN70314_c0_g1_i5 430 7
TRINITY_DN70317_c0_g1_i2 346 2
TRINITY_DN70325_c0_g1_i1 397 17
TRINITY_DN70338_c0_g1_i3 775 4
TRINITY_DN7039_c0_g1_i4 895 18
TRINITY_DN7039_c0_g2_i1 1981 3
TRINITY_DN703_c2_g1_i9 2062 8
TRINITY_DN703_c3_g1_i3 1231 1
TRINITY_DN7040_c0_g3_i5 1954 1
TRINITY_DN70410_c0_g1_i4 1126 11
TRINITY_DN70428_c0_g1_i1 316 6
TRINITY_DN7048_c0_g1_i5 2878 6
TRINITY_DN704_c0_g1_i5 4726 2
TRINITY_DN704_c1_g1_i3 2107 2
TRINITY_DN7057_c0_g1_i13 391 4
TRINITY_DN705_c0_g2_i1 985 3
TRINITY_DN705_c0_g4_i1 439 14
TRINITY_DN705_c1_g1_i2 619 2
TRINITY_DN705_c1_g2_i1 1210 2
TRINITY_DN705_c2_g1_i1 754 1
TRINITY_DN70603_c0_g1_i1 340 13
TRINITY_DN70636_c0_g1_i1 355 6
TRINITY_DN7063_c0_g1_i9 799 3
TRINITY_DN7063_c1_g1_i1 1552 4
TRINITY_DN706_c0_g1_i1 1063 3
TRINITY_DN706_c10_g1_i1 493 2
TRINITY_DN706_c1_g1_i1 949 3
TRINITY_DN706_c2_g1_i1 1849 4
TRINITY_DN7071_c1_g2_i1 2227 1
TRINITY_DN70742_c0_g1_i1 1738 3
TRINITY_DN7077_c0_g1_i3 376 6
TRINITY_DN707_c0_g1_i2 469 2
TRINITY_DN707_c0_g2_i1 3724 9
TRINITY_DN7081_c1_g1_i2 325 5
TRINITY_DN70827_c0_g1_i3 346 16
TRINITY_DN7085_c1_g1_i1 709 2
TRINITY_DN7088_c0_g1_i14 1741 10
TRINITY_DN708_c0_g2_i8 601 2
TRINITY_DN70925_c0_g1_i4 298 6
TRINITY_DN7094_c0_g1_i9 2551 1
TRINITY_DN7094_c0_g2_i4 808 1
TRINITY_DN70_c1_g1_i3 670 1
TRINITY_DN70_c2_g1_i6 2194 3
TRINITY_DN71003_c0_g1_i1 406 3
TRINITY_DN7102_c0_g1_i2 301 1
TRINITY_DN71037_c1_g1_i5 409 18
TRINITY_DN7107_c0_g1_i5 2878 2
TRINITY_DN7107_c0_g3_i1 1729 3
TRINITY_DN71081_c0_g1_i1 400 6
TRINITY_DN71086_c0_g1_i1 298 7
TRINITY_DN710_c0_g3_i1 856 3
TRINITY_DN71104_c1_g1_i2 304 17
TRINITY_DN7110_c0_g2_i1 532 1
TRINITY_DN71146_c0_g1_i1 1027 6
TRINITY_DN71147_c0_g1_i4 646 4
TRINITY_DN71174_c0_g1_i9 571 7
TRINITY_DN71177_c0_g1_i1 334 21
TRINITY_DN7117_c0_g1_i7 886 5
TRINITY_DN7119_c0_g3_i1 1624 1
TRINITY_DN711_c0_g1_i8 4750 1
TRINITY_DN711_c1_g2_i1 4693 1
TRINITY_DN711_c2_g1_i2 2683 4
TRINITY_DN71214_c0_g1_i1 346 12
TRINITY_DN71227_c0_g4_i1 517 3
TRINITY_DN71257_c0_g1_i1 412 17
TRINITY_DN7125_c0_g1_i5 637 2
TRINITY_DN71278_c0_g1_i4 457 7
TRINITY_DN71285_c0_g1_i3 913 17
TRINITY_DN7128_c1_g1_i6 1117 47
TRINITY_DN71290_c0_g1_i2 448 1
