transcript_BGM_F len_BGM_F n_var_BGM_F
TRINITY_DN7660_c1_g1_i2 541 1
TRINITY_DN7661_c0_g1_i1 2179 3
TRINITY_DN7661_c0_g2_i1 379 2
TRINITY_DN76672_c0_g1_i1 313 1
TRINITY_DN7668_c0_g4_i2 322 7
TRINITY_DN766_c0_g1_i4 712 2
TRINITY_DN766_c1_g1_i7 1597 1
TRINITY_DN76713_c0_g1_i5 1909 3
TRINITY_DN76730_c0_g1_i1 529 4
TRINITY_DN76734_c0_g1_i7 433 5
TRINITY_DN76739_c0_g1_i1 334 16
TRINITY_DN7673_c0_g1_i5 430 15
TRINITY_DN7674_c0_g3_i1 814 4
TRINITY_DN76750_c0_g1_i6 409 11
TRINITY_DN7675_c0_g2_i3 463 9
TRINITY_DN76799_c0_g1_i2 337 15
TRINITY_DN767_c1_g1_i1 1861 69
TRINITY_DN767_c1_g2_i5 1618 28
TRINITY_DN76848_c0_g2_i1 304 6
TRINITY_DN7685_c0_g1_i5 10759 10
TRINITY_DN76885_c0_g1_i1 436 20
TRINITY_DN76964_c0_g2_i1 346 8
TRINITY_DN76974_c0_g1_i1 379 3
TRINITY_DN7699_c0_g3_i2 1048 4
TRINITY_DN769_c0_g1_i7 481 17
TRINITY_DN77004_c0_g1_i2 2518 3
TRINITY_DN77020_c0_g1_i1 685 12
TRINITY_DN7703_c0_g1_i6 916 14
TRINITY_DN7704_c0_g1_i6 2920 1
TRINITY_DN7705_c0_g1_i1 1165 1
TRINITY_DN7708_c0_g1_i1 325 15
TRINITY_DN7708_c0_g2_i3 580 28
TRINITY_DN7709_c0_g3_i6 631 14
TRINITY_DN77130_c0_g1_i2 1573 2
TRINITY_DN7722_c0_g1_i2 976 17
TRINITY_DN7722_c1_g1_i1 1264 50
TRINITY_DN7723_c0_g1_i10 1294 72
TRINITY_DN7725_c0_g1_i7 448 2
TRINITY_DN77275_c0_g1_i5 403 13
TRINITY_DN7732_c1_g1_i7 2803 7
TRINITY_DN7735_c0_g1_i7 1036 25
TRINITY_DN77384_c0_g1_i7 1144 1
TRINITY_DN773_c0_g2_i4 2629 1
TRINITY_DN77401_c1_g2_i1 337 2
TRINITY_DN77409_c0_g1_i3 394 2
TRINITY_DN7741_c0_g1_i7 2584 1
TRINITY_DN7742_c0_g1_i1 370 11
TRINITY_DN7742_c0_g2_i1 1321 35
TRINITY_DN7744_c0_g1_i2 1699 44
TRINITY_DN77515_c0_g1_i1 313 7
TRINITY_DN7752_c5_g1_i2 1003 1
TRINITY_DN7755_c0_g1_i5 1030 11
TRINITY_DN7756_c0_g1_i15 1327 29
TRINITY_DN7761_c0_g1_i3 1501 10
TRINITY_DN7762_c0_g1_i25 2245 2
TRINITY_DN776_c0_g2_i6 6076 22
TRINITY_DN7772_c3_g1_i2 1117 25
TRINITY_DN7774_c0_g1_i7 1117 5
TRINITY_DN7775_c0_g1_i6 2056 5
TRINITY_DN77761_c0_g1_i6 385 1
TRINITY_DN7776_c0_g2_i1 1153 9
TRINITY_DN7776_c0_g3_i1 502 4
TRINITY_DN7779_c0_g2_i8 784 7
TRINITY_DN777_c0_g1_i8 1525 9
TRINITY_DN77819_c0_g1_i4 373 3
TRINITY_DN7782_c2_g1_i4 847 2
TRINITY_DN7789_c0_g1_i2 313 4
TRINITY_DN778_c0_g3_i1 1063 2
TRINITY_DN7791_c0_g2_i1 1468 1
TRINITY_DN77973_c0_g1_i1 352 14
TRINITY_DN779_c0_g1_i2 1351 48
TRINITY_DN77_c0_g1_i1 4087 26
TRINITY_DN77_c1_g1_i1 931 1
TRINITY_DN7801_c0_g1_i2 553 21
TRINITY_DN78078_c0_g1_i4 406 3
TRINITY_DN780_c1_g1_i12 1849 20
TRINITY_DN780_c1_g2_i1 742 5
TRINITY_DN780_c2_g1_i8 2962 3
TRINITY_DN780_c4_g2_i1 328 17
TRINITY_DN780_c6_g1_i3 859 27
TRINITY_DN780_c7_g2_i2 475 4
TRINITY_DN78116_c0_g1_i4 553 29
TRINITY_DN78132_c0_g2_i4 454 11
TRINITY_DN78149_c0_g1_i2 370 11
TRINITY_DN78157_c0_g1_i1 325 14
TRINITY_DN7819_c0_g1_i5 397 10
TRINITY_DN781_c0_g3_i3 1027 1
TRINITY_DN78233_c0_g1_i5 472 7
TRINITY_DN782_c0_g2_i6 1276 9
TRINITY_DN78312_c0_g1_i2 364 2
TRINITY_DN7834_c0_g1_i14 1699 8
TRINITY_DN78356_c0_g2_i8 1669 2
TRINITY_DN78373_c0_g1_i4 361 3
TRINITY_DN7838_c0_g1_i2 1240 3
TRINITY_DN7844_c0_g1_i4 6475 4
TRINITY_DN7844_c0_g2_i3 910 3
TRINITY_DN784_c0_g1_i5 1960 30
TRINITY_DN7850_c1_g1_i3 5665 12
TRINITY_DN78515_c0_g1_i2 463 3
TRINITY_DN7853_c0_g1_i4 2536 6
TRINITY_DN7853_c0_g3_i2 1555 1
TRINITY_DN7853_c1_g1_i3 1849 12
TRINITY_DN7855_c0_g1_i16 3769 10
TRINITY_DN7856_c0_g1_i6 745 1
TRINITY_DN7857_c0_g1_i3 1609 43
TRINITY_DN7857_c1_g1_i1 1603 24
TRINITY_DN7858_c0_g1_i6 775 1
TRINITY_DN78592_c0_g2_i3 1849 12
TRINITY_DN7861_c1_g2_i5 541 1
TRINITY_DN7861_c1_g3_i2 760 1
TRINITY_DN7862_c0_g4_i1 313 11
TRINITY_DN7865_c0_g1_i2 1189 1
TRINITY_DN78668_c1_g2_i2 763 1
TRINITY_DN78672_c0_g1_i3 1657 1
TRINITY_DN7868_c3_g1_i1 1516 43
TRINITY_DN78749_c0_g1_i3 505 14
TRINITY_DN7874_c0_g1_i16 307 8
TRINITY_DN7883_c0_g1_i4 1330 8
TRINITY_DN7883_c0_g2_i1 874 3
TRINITY_DN788_c0_g1_i6 1633 3
TRINITY_DN788_c1_g1_i2 2209 5
TRINITY_DN7890_c0_g1_i2 3592 5
TRINITY_DN7891_c0_g1_i3 469 5
TRINITY_DN78950_c0_g1_i6 394 17
TRINITY_DN78956_c0_g1_i2 3070 4
TRINITY_DN7897_c0_g1_i1 397 18
TRINITY_DN7899_c0_g7_i1 862 1
TRINITY_DN789_c0_g1_i4 1162 19
TRINITY_DN789_c0_g3_i3 1618 1
TRINITY_DN789_c5_g1_i4 1267 1
TRINITY_DN78_c4_g1_i2 1486 7
TRINITY_DN79015_c0_g1_i2 757 17
TRINITY_DN79017_c0_g1_i4 379 9
TRINITY_DN7904_c0_g1_i7 808 1
TRINITY_DN79050_c1_g1_i1 313 12
TRINITY_DN7907_c0_g2_i15 529 11
TRINITY_DN7907_c0_g3_i2 2797 1
TRINITY_DN79085_c0_g1_i6 334 19
TRINITY_DN790_c0_g1_i6 1804 7
TRINITY_DN790_c0_g2_i1 1612 2
TRINITY_DN790_c0_g4_i4 1204 2
TRINITY_DN79122_c0_g1_i5 1306 28
TRINITY_DN79131_c0_g3_i1 382 5
TRINITY_DN79134_c0_g2_i2 1438 4
TRINITY_DN79160_c2_g1_i2 673 24
TRINITY_DN79165_c1_g1_i3 316 5
TRINITY_DN791_c1_g1_i1 910 2
TRINITY_DN791_c7_g1_i1 1714 4
TRINITY_DN791_c8_g1_i5 370 2
TRINITY_DN79202_c0_g1_i2 883 25
TRINITY_DN7925_c0_g1_i2 3676 1
TRINITY_DN7931_c0_g1_i9 6181 1
TRINITY_DN7932_c0_g1_i1 448 4
TRINITY_DN7934_c0_g1_i2 304 1
TRINITY_DN793_c0_g1_i6 3634 8
TRINITY_DN7940_c1_g1_i1 2359 4
TRINITY_DN7941_c0_g1_i3 328 16
TRINITY_DN79467_c0_g1_i1 1378 1
TRINITY_DN7949_c2_g2_i1 1060 1
TRINITY_DN7955_c0_g1_i12 1072 34
TRINITY_DN79561_c0_g1_i1 970 5
TRINITY_DN795_c0_g3_i1 5542 9
TRINITY_DN795_c1_g1_i3 2674 2
TRINITY_DN7963_c0_g1_i2 1924 4
TRINITY_DN79641_c1_g1_i7 1957 4
TRINITY_DN7964_c0_g1_i2 4198 14
TRINITY_DN7967_c0_g1_i5 2908 8
TRINITY_DN7968_c0_g1_i2 1000 7
TRINITY_DN7968_c0_g2_i8 733 1
TRINITY_DN7971_c0_g1_i7 427 3
TRINITY_DN79734_c1_g1_i1 436 1
TRINITY_DN7974_c0_g1_i6 493 9
TRINITY_DN79755_c0_g1_i1 403 3
TRINITY_DN79758_c0_g1_i1 481 5
TRINITY_DN7975_c0_g2_i1 400 1
TRINITY_DN797_c1_g1_i2 1381 2
TRINITY_DN7980_c2_g2_i1 583 1
TRINITY_DN79815_c0_g1_i8 634 2
TRINITY_DN7982_c0_g2_i4 577 2
TRINITY_DN79831_c0_g1_i1 397 9
TRINITY_DN79859_c0_g1_i3 961 1
TRINITY_DN79863_c0_g1_i5 2014 1
TRINITY_DN79869_c0_g1_i5 484 10
TRINITY_DN7986_c0_g1_i11 1183 4
TRINITY_DN79891_c0_g1_i3 379 6
TRINITY_DN79899_c0_g1_i7 361 4
TRINITY_DN798_c0_g2_i3 1384 10
TRINITY_DN79921_c0_g4_i1 2626 9
TRINITY_DN79955_c0_g1_i1 985 4
TRINITY_DN79963_c0_g1_i4 538 10
TRINITY_DN7_c0_g1_i3 445 1
TRINITY_DN7_c0_g2_i8 1171 5
TRINITY_DN7_c0_g4_i1 1441 1
TRINITY_DN8003_c0_g1_i11 1570 2
TRINITY_DN80044_c0_g1_i3 451 19
TRINITY_DN80071_c1_g2_i2 586 1
TRINITY_DN8009_c0_g1_i6 3508 24
TRINITY_DN800_c2_g1_i5 1285 5
TRINITY_DN80134_c0_g1_i6 976 2
TRINITY_DN8013_c0_g1_i4 1846 1
TRINITY_DN8013_c0_g2_i13 3301 14
TRINITY_DN8018_c0_g2_i2 316 3
TRINITY_DN801_c0_g1_i3 2320 4
TRINITY_DN80210_c0_g1_i1 457 10
TRINITY_DN8025_c0_g1_i3 964 1
TRINITY_DN8026_c0_g3_i2 1669 25
TRINITY_DN8030_c1_g1_i5 1228 1
TRINITY_DN8039_c0_g1_i2 340 20
TRINITY_DN803_c0_g1_i2 12214 7
TRINITY_DN803_c1_g2_i5 439 1
TRINITY_DN8043_c0_g1_i3 976 13
TRINITY_DN80481_c0_g1_i4 562 29
TRINITY_DN80482_c0_g2_i5 631 5
TRINITY_DN80497_c0_g1_i4 493 21
TRINITY_DN804_c0_g1_i5 1828 11
TRINITY_DN804_c0_g2_i5 2791 8
TRINITY_DN804_c0_g3_i1 1534 12
TRINITY_DN80500_c0_g1_i1 493 2
TRINITY_DN8051_c0_g1_i1 451 18
TRINITY_DN80523_c0_g3_i6 1324 4
TRINITY_DN80540_c0_g4_i1 892 2
TRINITY_DN8056_c0_g1_i7 2710 1
TRINITY_DN8059_c0_g1_i3 1243 2
TRINITY_DN8059_c1_g1_i4 3910 20
TRINITY_DN8063_c0_g1_i4 2659 11
TRINITY_DN80684_c0_g1_i1 391 16
TRINITY_DN80684_c0_g2_i1 547 19
TRINITY_DN806_c0_g1_i6 1480 12
TRINITY_DN806_c1_g4_i1 4210 15
TRINITY_DN806_c5_g1_i1 883 8
TRINITY_DN80867_c0_g1_i2 418 12
TRINITY_DN80873_c0_g1_i8 520 3
TRINITY_DN80901_c0_g1_i2 322 5
TRINITY_DN8097_c1_g1_i1 436 1
TRINITY_DN809_c0_g1_i14 1084 9
TRINITY_DN80_c0_g1_i1 1804 11
TRINITY_DN8104_c1_g1_i1 2881 10
TRINITY_DN8105_c0_g1_i3 670 8
TRINITY_DN8106_c0_g1_i1 442 22
TRINITY_DN81071_c0_g1_i3 346 14
TRINITY_DN81089_c2_g1_i2 403 9
TRINITY_DN810_c0_g2_i1 3781 2
TRINITY_DN810_c1_g1_i2 4588 9
TRINITY_DN810_c32_g1_i3 373 1
TRINITY_DN810_c3_g1_i3 2719 1
TRINITY_DN810_c4_g1_i5 610 25
TRINITY_DN810_c8_g1_i1 2977 1
TRINITY_DN8111_c0_g1_i1 370 15
TRINITY_DN8120_c0_g1_i3 679 4
TRINITY_DN8121_c0_g2_i1 751 1
TRINITY_DN81251_c0_g1_i5 400 11
TRINITY_DN81264_c0_g1_i2 313 6
TRINITY_DN81281_c0_g1_i1 310 10
TRINITY_DN812_c1_g2_i5 616 1
TRINITY_DN81300_c0_g2_i1 364 1
TRINITY_DN81344_c0_g1_i1 325 11
TRINITY_DN8135_c0_g1_i22 1831 77
TRINITY_DN8137_c0_g1_i7 910 4
TRINITY_DN8139_c0_g1_i3 415 1
TRINITY_DN8140_c0_g1_i11 895 15
TRINITY_DN8141_c0_g1_i3 649 1
TRINITY_DN8146_c0_g1_i5 481 6
TRINITY_DN81477_c1_g1_i3 1903 2
TRINITY_DN814_c0_g4_i1 958 20
TRINITY_DN814_c0_g5_i8 682 13
TRINITY_DN81535_c0_g1_i1 448 1
TRINITY_DN81542_c0_g1_i6 496 1
TRINITY_DN81594_c0_g1_i1 334 7
TRINITY_DN815_c0_g2_i7 6913 24
TRINITY_DN8162_c0_g2_i8 1246 1
TRINITY_DN81630_c0_g1_i5 394 17
TRINITY_DN8166_c0_g1_i5 412 14
TRINITY_DN81672_c0_g1_i1 490 19
TRINITY_DN81678_c0_g1_i6 349 6
TRINITY_DN8167_c0_g2_i1 451 1
TRINITY_DN81713_c1_g2_i1 355 7
TRINITY_DN817_c2_g4_i1 907 1
TRINITY_DN817_c4_g1_i5 1660 3
TRINITY_DN817_c7_g1_i5 316 16
TRINITY_DN8180_c0_g1_i1 721 1
TRINITY_DN81865_c0_g2_i1 481 1
TRINITY_DN81868_c0_g1_i4 559 1
TRINITY_DN81882_c0_g1_i1 391 10
TRINITY_DN81882_c0_g2_i2 403 19
TRINITY_DN818_c1_g1_i15 1720 32
TRINITY_DN81911_c0_g1_i1 418 16
TRINITY_DN8192_c0_g1_i7 433 9
TRINITY_DN81964_c0_g1_i3 349 11
TRINITY_DN8196_c0_g1_i2 481 3
TRINITY_DN819_c0_g1_i6 1495 5
TRINITY_DN819_c2_g1_i3 622 1
TRINITY_DN81_c0_g1_i5 2833 12
TRINITY_DN81_c1_g1_i3 1216 31
TRINITY_DN81_c1_g2_i4 1984 59
TRINITY_DN8205_c1_g1_i5 751 1
TRINITY_DN8206_c1_g1_i5 1069 1
TRINITY_DN820_c0_g1_i9 1753 1
TRINITY_DN820_c1_g1_i3 1669 5
TRINITY_DN8212_c0_g1_i2 1774 58
TRINITY_DN82181_c0_g1_i1 337 15
TRINITY_DN82195_c0_g2_i1 433 22
TRINITY_DN821_c1_g1_i4 1399 6
TRINITY_DN821_c2_g1_i2 769 1
TRINITY_DN821_c3_g1_i2 1408 1
TRINITY_DN821_c5_g1_i3 2029 3
TRINITY_DN821_c7_g1_i8 943 4
TRINITY_DN821_c9_g1_i3 3358 4
TRINITY_DN82218_c0_g3_i1 304 13
TRINITY_DN8221_c1_g1_i7 310 2
TRINITY_DN82225_c0_g1_i2 304 1
TRINITY_DN8226_c0_g1_i7 3835 9
TRINITY_DN822_c1_g2_i1 988 5
TRINITY_DN822_c2_g1_i2 2065 7
TRINITY_DN82339_c0_g1_i4 337 19
TRINITY_DN8234_c0_g1_i4 358 6
TRINITY_DN8235_c0_g1_i3 2095 6
TRINITY_DN8236_c0_g1_i5 1180 20
TRINITY_DN8236_c1_g1_i5 856 46
TRINITY_DN8237_c0_g1_i5 724 23
TRINITY_DN823_c0_g1_i32 436 32
TRINITY_DN82410_c0_g1_i5 319 18
TRINITY_DN82472_c0_g1_i1 301 8
TRINITY_DN8247_c0_g1_i6 1084 6
TRINITY_DN8247_c1_g1_i2 4612 6
TRINITY_DN8249_c0_g1_i2 1288 11
TRINITY_DN8249_c1_g1_i1 2275 9
TRINITY_DN8251_c0_g1_i7 3445 2
TRINITY_DN8251_c1_g2_i2 586 2
TRINITY_DN8252_c6_g1_i3 1102 1
TRINITY_DN82591_c0_g1_i6 460 19
TRINITY_DN8259_c0_g1_i3 724 22
TRINITY_DN825_c0_g1_i11 1501 2
TRINITY_DN8267_c0_g1_i23 2476 15
TRINITY_DN8268_c0_g3_i5 1810 5
TRINITY_DN82691_c0_g1_i7 487 1
TRINITY_DN82702_c0_g1_i1 331 11
TRINITY_DN82756_c0_g1_i4 298 10
TRINITY_DN827_c0_g1_i2 547 1
TRINITY_DN827_c0_g2_i12 421 7
TRINITY_DN827_c4_g1_i1 550 1
TRINITY_DN82808_c0_g1_i4 349 17
TRINITY_DN8280_c0_g2_i3 1612 1
TRINITY_DN82822_c0_g1_i3 2017 1
TRINITY_DN82823_c0_g1_i1 1294 1
TRINITY_DN82827_c0_g1_i3 307 17
TRINITY_DN8284_c0_g1_i2 394 1
TRINITY_DN82853_c0_g1_i6 544 1
TRINITY_DN8286_c0_g1_i7 673 22
TRINITY_DN8289_c0_g1_i1 1273 4
TRINITY_DN828_c0_g2_i2 2722 9
TRINITY_DN82914_c0_g1_i1 1681 9
TRINITY_DN82916_c0_g1_i5 382 4
TRINITY_DN8291_c0_g1_i5 934 2
TRINITY_DN82952_c0_g1_i1 421 2
TRINITY_DN82981_c0_g1_i8 331 13
TRINITY_DN829_c2_g1_i3 5770 4
TRINITY_DN82_c0_g1_i1 1444 10
TRINITY_DN82_c0_g2_i1 538 1
TRINITY_DN8300_c0_g1_i1 2911 4
TRINITY_DN83058_c0_g2_i1 298 4
TRINITY_DN830_c0_g1_i2 1576 1
TRINITY_DN830_c1_g1_i6 1318 3
TRINITY_DN83150_c0_g1_i6 523 18
TRINITY_DN83165_c0_g1_i1 1528 8
TRINITY_DN8317_c0_g1_i13 439 7
TRINITY_DN83192_c0_g1_i2 811 3
TRINITY_DN8320_c0_g1_i7 1114 25
TRINITY_DN8321_c0_g1_i11 1645 51
TRINITY_DN83240_c0_g1_i1 553 3
TRINITY_DN83241_c0_g1_i1 433 1
TRINITY_DN8324_c2_g1_i4 1000 2
TRINITY_DN8326_c0_g2_i4 2392 63
TRINITY_DN8326_c1_g1_i1 397 3
TRINITY_DN83289_c0_g2_i1 1291 3
TRINITY_DN832_c1_g1_i3 670 1
TRINITY_DN8331_c0_g1_i7 1924 50
TRINITY_DN8335_c0_g1_i4 745 2
TRINITY_DN8336_c0_g1_i7 2782 1
TRINITY_DN83395_c0_g1_i2 343 3
TRINITY_DN833_c3_g1_i2 1186 5
TRINITY_DN8347_c0_g1_i5 370 1
TRINITY_DN83485_c0_g2_i1 466 18
TRINITY_DN8348_c0_g1_i3 451 18
TRINITY_DN83509_c1_g1_i1 337 8
TRINITY_DN83525_c0_g1_i4 460 14
TRINITY_DN8353_c0_g1_i6 637 2
TRINITY_DN8354_c0_g1_i8 343 9
TRINITY_DN835_c0_g3_i1 556 17
TRINITY_DN835_c0_g4_i3 2698 1
TRINITY_DN835_c1_g1_i4 3130 3
TRINITY_DN8360_c0_g1_i6 400 20
TRINITY_DN83616_c1_g1_i6 754 1
TRINITY_DN8368_c0_g1_i1 718 1
TRINITY_DN8369_c0_g1_i9 4123 100
TRINITY_DN836_c0_g1_i3 1732 47
TRINITY_DN836_c3_g1_i1 1147 1
TRINITY_DN83706_c0_g1_i7 2086 9
TRINITY_DN8372_c0_g1_i1 664 9
TRINITY_DN83739_c0_g1_i13 730 4
TRINITY_DN83775_c0_g3_i1 319 4
TRINITY_DN83785_c0_g1_i4 376 11
TRINITY_DN837_c2_g1_i1 766 2
TRINITY_DN837_c2_g2_i3 766 1
TRINITY_DN83815_c0_g1_i5 403 1
TRINITY_DN83851_c0_g1_i3 529 19
TRINITY_DN8388_c0_g1_i6 2065 7
TRINITY_DN838_c0_g1_i5 823 2
TRINITY_DN83925_c0_g2_i2 358 3
TRINITY_DN8392_c0_g1_i6 1630 6
TRINITY_DN8392_c1_g3_i2 3751 2
TRINITY_DN83952_c0_g1_i2 346 10
TRINITY_DN8396_c1_g1_i2 1630 1
TRINITY_DN83985_c0_g1_i7 1138 1
TRINITY_DN83998_c1_g1_i18 475 14
TRINITY_DN83_c0_g1_i9 1834 2
TRINITY_DN84023_c0_g1_i2 1591 1
TRINITY_DN8403_c0_g1_i8 1315 11
TRINITY_DN84048_c0_g2_i1 319 9
TRINITY_DN8408_c1_g1_i4 1360 3
TRINITY_DN84091_c0_g2_i5 304 7
TRINITY_DN84091_c1_g1_i2 418 1
TRINITY_DN840_c2_g1_i2 874 1
TRINITY_DN84157_c0_g2_i1 448 1
TRINITY_DN841_c0_g2_i3 946 2
TRINITY_DN841_c1_g1_i5 1774 1
TRINITY_DN841_c2_g2_i3 571 3
TRINITY_DN841_c2_g3_i1 346 7
TRINITY_DN8421_c2_g1_i1 1885 1
TRINITY_DN8423_c6_g1_i1 877 1
TRINITY_DN842_c0_g1_i1 319 6
TRINITY_DN842_c0_g3_i3 1627 9
TRINITY_DN8434_c0_g1_i2 1108 1
TRINITY_DN8435_c0_g1_i13 1738 1
TRINITY_DN843_c1_g1_i1 1942 16
TRINITY_DN843_c2_g1_i5 400 1
TRINITY_DN8442_c0_g1_i2 382 25
TRINITY_DN8443_c0_g1_i1 745 10
TRINITY_DN84448_c0_g1_i4 331 10
TRINITY_DN8448_c1_g1_i1 754 6
TRINITY_DN844_c1_g1_i12 3658 16
TRINITY_DN84508_c0_g1_i4 466 2
TRINITY_DN84593_c1_g1_i2 346 7
TRINITY_DN845_c0_g1_i1 1096 28
TRINITY_DN845_c0_g2_i1 1120 12
TRINITY_DN8460_c0_g1_i11 1147 54
TRINITY_DN84632_c0_g1_i2 328 5
TRINITY_DN8465_c0_g1_i5 337 1
TRINITY_DN846_c0_g4_i2 1255 3
TRINITY_DN84717_c0_g1_i1 352 5
TRINITY_DN84745_c0_g2_i1 301 1
TRINITY_DN8474_c0_g1_i12 3229 6
TRINITY_DN8475_c1_g1_i2 1000 1
TRINITY_DN84797_c0_g1_i3 385 8
TRINITY_DN84836_c0_g1_i4 412 20
TRINITY_DN84839_c0_g1_i2 400 9
TRINITY_DN8486_c0_g3_i2 502 2
TRINITY_DN84894_c0_g1_i1 310 12
TRINITY_DN8489_c0_g1_i1 415 1
TRINITY_DN8490_c1_g1_i3 2443 3
TRINITY_DN84956_c0_g1_i4 397 26
TRINITY_DN849_c1_g2_i1 1393 6
TRINITY_DN849_c2_g1_i1 6310 7
TRINITY_DN849_c2_g3_i1 778 1
TRINITY_DN84_c1_g1_i1 421 2
TRINITY_DN8503_c0_g1_i2 1237 1
TRINITY_DN8505_c0_g1_i3 556 1
TRINITY_DN8508_c0_g1_i10 1165 1
TRINITY_DN8512_c0_g1_i10 823 1
TRINITY_DN8516_c1_g1_i4 367 12
TRINITY_DN85194_c0_g1_i4 442 14
TRINITY_DN85257_c0_g1_i1 361 12
TRINITY_DN8526_c0_g1_i2 358 11
TRINITY_DN85275_c0_g1_i2 430 11
TRINITY_DN85297_c1_g1_i4 823 2
TRINITY_DN852_c0_g1_i2 1795 4
TRINITY_DN8531_c0_g1_i6 499 18
TRINITY_DN8534_c0_g1_i1 367 7
TRINITY_DN85360_c0_g1_i1 307 15
TRINITY_DN8536_c0_g2_i2 982 1
TRINITY_DN85372_c0_g1_i8 700 1
TRINITY_DN85398_c0_g1_i3 352 9
TRINITY_DN8539_c0_g1_i5 1687 5
TRINITY_DN85401_c0_g1_i1 373 2
TRINITY_DN8540_c1_g1_i7 3256 2
TRINITY_DN85454_c0_g1_i1 301 7
TRINITY_DN8545_c0_g2_i20 12094 1
TRINITY_DN85490_c0_g1_i1 313 2
TRINITY_DN854_c1_g1_i12 2686 3
TRINITY_DN854_c3_g1_i5 853 1
TRINITY_DN854_c4_g1_i1 3907 1
TRINITY_DN854_c7_g1_i7 607 24
TRINITY_DN85514_c0_g1_i2 316 15
TRINITY_DN85552_c0_g1_i1 301 11
TRINITY_DN8556_c0_g1_i7 439 9
TRINITY_DN8557_c0_g1_i2 1078 2
TRINITY_DN855_c0_g1_i16 6541 8
TRINITY_DN856_c0_g2_i11 1102 1
TRINITY_DN8571_c0_g1_i1 1975 14
TRINITY_DN8574_c0_g1_i1 736 3
TRINITY_DN857_c0_g1_i8 880 2
TRINITY_DN857_c2_g1_i7 2485 14
TRINITY_DN8584_c6_g1_i2 361 2
TRINITY_DN8585_c0_g1_i9 865 23
TRINITY_DN8586_c0_g1_i3 2161 4
TRINITY_DN8587_c0_g1_i3 2482 7
TRINITY_DN8588_c0_g1_i7 421 1
TRINITY_DN85897_c0_g1_i14 1717 1
TRINITY_DN858_c0_g4_i2 1681 1
TRINITY_DN858_c1_g4_i1 1618 18
TRINITY_DN8590_c0_g1_i5 2023 19
TRINITY_DN8596_c0_g1_i6 1990 68
TRINITY_DN8598_c0_g1_i2 1708 2
TRINITY_DN8598_c1_g1_i1 1906 2
TRINITY_DN859_c0_g1_i5 1237 3
TRINITY_DN859_c1_g1_i3 1900 3
TRINITY_DN859_c2_g1_i1 1726 33
TRINITY_DN859_c5_g1_i1 496 3
TRINITY_DN8604_c0_g1_i2 748 1
TRINITY_DN860_c0_g2_i3 856 2
TRINITY_DN860_c0_g4_i2 3541 9
TRINITY_DN860_c1_g1_i16 1522 2
TRINITY_DN860_c2_g1_i8 2356 66
TRINITY_DN86121_c0_g1_i2 337 13
TRINITY_DN861_c1_g1_i3 8635 19
TRINITY_DN861_c2_g1_i3 349 7
TRINITY_DN861_c4_g1_i1 814 1
TRINITY_DN86208_c1_g1_i1 580 1
TRINITY_DN8622_c0_g1_i4 1660 60
TRINITY_DN8622_c1_g1_i2 541 1
TRINITY_DN86278_c0_g1_i1 610 1
TRINITY_DN862_c0_g2_i3 1426 1
TRINITY_DN8631_c0_g1_i1 385 1
TRINITY_DN8633_c0_g1_i16 1408 56
TRINITY_DN86340_c0_g1_i1 400 9
TRINITY_DN8634_c1_g1_i8 2926 5
TRINITY_DN8637_c0_g1_i5 388 1
TRINITY_DN863_c0_g1_i13 1609 59
TRINITY_DN8642_c0_g1_i1 364 1
TRINITY_DN8642_c5_g1_i3 2071 7
TRINITY_DN8646_c1_g1_i4 427 14
TRINITY_DN8652_c0_g1_i5 586 4
TRINITY_DN8657_c0_g1_i2 433 1
TRINITY_DN865_c0_g2_i1 1096 1
TRINITY_DN865_c2_g1_i3 754 1
TRINITY_DN865_c3_g1_i4 3223 6
TRINITY_DN865_c3_g4_i1 1513 4
TRINITY_DN8665_c1_g1_i8 418 3
TRINITY_DN8666_c0_g1_i3 832 53
TRINITY_DN8668_c1_g1_i10 1105 2
TRINITY_DN8668_c2_g1_i6 1159 7
TRINITY_DN8672_c0_g1_i4 727 20
TRINITY_DN8674_c0_g1_i5 949 5
TRINITY_DN8674_c1_g2_i1 502 3
TRINITY_DN8674_c4_g1_i2 517 12
TRINITY_DN86798_c1_g1_i2 325 6
TRINITY_DN8680_c0_g1_i12 2164 3
TRINITY_DN86825_c0_g1_i6 511 3
TRINITY_DN8682_c0_g1_i6 874 4
TRINITY_DN8682_c1_g1_i3 1375 2
TRINITY_DN8683_c0_g1_i9 835 14
TRINITY_DN86855_c0_g1_i1 370 11
TRINITY_DN8685_c0_g1_i2 2566 5
TRINITY_DN86885_c0_g1_i1 373 9
TRINITY_DN8688_c0_g3_i5 883 2
TRINITY_DN868_c0_g1_i11 2656 9
TRINITY_DN8690_c0_g1_i7 799 1
TRINITY_DN86913_c0_g1_i1 316 3
TRINITY_DN86923_c0_g1_i1 310 1
TRINITY_DN86927_c0_g3_i1 358 18
TRINITY_DN8693_c0_g1_i5 805 1
TRINITY_DN86949_c0_g1_i1 313 13
TRINITY_DN8695_c0_g1_i3 529 1
TRINITY_DN8695_c0_g2_i1 658 3
TRINITY_DN8695_c1_g1_i2 583 2
TRINITY_DN86998_c0_g1_i3 364 18
TRINITY_DN869_c1_g1_i1 2371 15
TRINITY_DN869_c3_g1_i2 1528 2
TRINITY_DN86_c10_g1_i3 6553 16
