transcript_BRO_F len_BRO_F n_var_BRO_F
TRINITY_DN7193_c1_g1_i2 784 20
TRINITY_DN7193_c2_g1_i1 694 1
TRINITY_DN7194_c0_g3_i3 1426 0
TRINITY_DN7195_c0_g1_i11 595 23
TRINITY_DN719_c4_g1_i3 889 69
TRINITY_DN72053_c0_g2_i1 337 0
TRINITY_DN7209_c0_g1_i6 1894 85
TRINITY_DN720_c0_g1_i9 1813 45
TRINITY_DN72107_c0_g2_i2 904 0
TRINITY_DN7210_c0_g1_i13 1558 33
TRINITY_DN7211_c0_g1_i7 1333 28
TRINITY_DN72157_c0_g2_i1 388 0
TRINITY_DN7217_c0_g1_i6 3955 0
TRINITY_DN72219_c0_g1_i1 574 0
TRINITY_DN7221_c3_g1_i8 502 1
TRINITY_DN7229_c0_g1_i1 409 18
TRINITY_DN722_c4_g1_i7 1516 18
TRINITY_DN72354_c0_g1_i1 364 15
TRINITY_DN7235_c0_g2_i4 577 8
TRINITY_DN7243_c2_g1_i1 826 0
TRINITY_DN72457_c0_g1_i1 418 0
TRINITY_DN7245_c1_g1_i2 412 4
TRINITY_DN72478_c0_g1_i7 835 0
TRINITY_DN724_c1_g1_i3 901 1
TRINITY_DN72523_c0_g1_i4 520 0
TRINITY_DN72558_c0_g1_i2 298 10
TRINITY_DN72575_c0_g2_i1 388 0
TRINITY_DN7257_c0_g2_i2 355 0
TRINITY_DN72636_c0_g1_i1 304 4
TRINITY_DN72682_c0_g3_i2 430 0
TRINITY_DN726_c0_g1_i6 487 0
TRINITY_DN72702_c0_g1_i2 385 0
TRINITY_DN7270_c1_g3_i2 424 2
TRINITY_DN72727_c0_g1_i2 553 17
TRINITY_DN7273_c0_g1_i7 421 6
TRINITY_DN7277_c1_g1_i2 679 0
TRINITY_DN7280_c0_g1_i2 340 9
TRINITY_DN72847_c0_g3_i1 388 0
TRINITY_DN728_c0_g1_i1 2194 0
TRINITY_DN72901_c0_g2_i8 607 0
TRINITY_DN72972_c0_g1_i2 790 21
TRINITY_DN7299_c0_g1_i4 616 0
TRINITY_DN72_c0_g2_i5 685 0
TRINITY_DN73041_c0_g1_i7 331 11
TRINITY_DN73067_c1_g4_i2 301 0
TRINITY_DN7309_c0_g4_i3 739 0
TRINITY_DN7313_c0_g1_i2 1255 0
TRINITY_DN73156_c0_g1_i2 829 1
TRINITY_DN73168_c0_g1_i1 301 0
TRINITY_DN7316_c0_g2_i10 1801 9
TRINITY_DN7316_c0_g4_i3 403 0
TRINITY_DN7321_c0_g1_i2 1867 10
TRINITY_DN73265_c0_g1_i1 349 0
TRINITY_DN73270_c0_g1_i2 301 0
TRINITY_DN732_c2_g3_i3 643 16
TRINITY_DN7336_c0_g1_i6 2401 2
TRINITY_DN7336_c0_g2_i10 2401 2
TRINITY_DN733_c2_g1_i1 2887 0
TRINITY_DN73459_c1_g1_i2 322 0
TRINITY_DN7346_c0_g1_i4 2605 21
TRINITY_DN7348_c0_g1_i8 718 0
TRINITY_DN7351_c0_g2_i1 397 13
TRINITY_DN73628_c0_g1_i1 352 0
TRINITY_DN7371_c0_g1_i5 370 0
TRINITY_DN7373_c0_g1_i4 1633 58
TRINITY_DN73757_c0_g2_i4 613 0
TRINITY_DN73777_c0_g1_i3 310 12
TRINITY_DN73777_c0_g2_i9 388 8
TRINITY_DN7380_c0_g1_i3 733 12
TRINITY_DN7384_c1_g1_i3 1999 36
TRINITY_DN73864_c0_g1_i4 685 0
TRINITY_DN7387_c2_g1_i4 1057 1
TRINITY_DN738_c0_g1_i4 547 18
TRINITY_DN73911_c0_g1_i5 490 16
TRINITY_DN73913_c0_g1_i1 496 0
TRINITY_DN73937_c0_g5_i2 790 0
TRINITY_DN73948_c1_g1_i1 301 0
TRINITY_DN7398_c0_g1_i10 1441 74
TRINITY_DN74023_c1_g1_i13 325 6
TRINITY_DN7402_c1_g1_i3 1987 6
TRINITY_DN74083_c0_g1_i2 403 2
TRINITY_DN7408_c0_g1_i5 637 8
TRINITY_DN7411_c0_g1_i1 349 7
TRINITY_DN74135_c0_g1_i2 1207 0
TRINITY_DN7414_c0_g1_i13 352 10
TRINITY_DN7416_c0_g1_i1 385 16
TRINITY_DN74174_c0_g3_i3 289 2
TRINITY_DN74180_c0_g1_i1 418 0
TRINITY_DN74222_c0_g1_i1 352 14
TRINITY_DN74275_c0_g1_i1 388 13
TRINITY_DN74285_c0_g1_i1 346 0
TRINITY_DN742_c1_g2_i5 838 0
TRINITY_DN7432_c0_g1_i10 2629 0
TRINITY_DN7435_c0_g1_i1 499 7
TRINITY_DN7436_c1_g2_i4 493 0
TRINITY_DN7437_c0_g1_i6 1858 0
TRINITY_DN7438_c0_g1_i1 3892 0
TRINITY_DN743_c0_g1_i9 1075 4
TRINITY_DN7442_c0_g1_i8 829 0
TRINITY_DN7454_c0_g1_i6 436 10
TRINITY_DN7455_c0_g1_i9 406 0
TRINITY_DN74588_c0_g1_i5 412 8
TRINITY_DN7459_c0_g1_i1 1324 0
TRINITY_DN745_c1_g3_i1 973 3
TRINITY_DN7460_c0_g1_i1 379 0
TRINITY_DN74659_c0_g1_i2 313 0
TRINITY_DN7465_c3_g1_i3 415 2
TRINITY_DN74664_c0_g1_i8 2215 2
TRINITY_DN7466_c0_g1_i2 3211 149
TRINITY_DN7467_c1_g2_i4 601 6
TRINITY_DN74699_c0_g1_i1 322 13
TRINITY_DN746_c2_g1_i3 790 13
TRINITY_DN74769_c0_g2_i2 475 0
TRINITY_DN74784_c0_g1_i7 9493 0
TRINITY_DN7479_c0_g1_i7 445 9
TRINITY_DN74809_c0_g1_i3 487 0
TRINITY_DN74825_c0_g1_i1 436 0
TRINITY_DN7482_c0_g1_i6 481 1
TRINITY_DN74848_c0_g2_i3 1498 0
TRINITY_DN748_c0_g1_i4 1813 0
TRINITY_DN74925_c0_g1_i1 406 1
TRINITY_DN74988_c0_g1_i1 400 0
TRINITY_DN7499_c0_g1_i6 1162 0
TRINITY_DN749_c4_g2_i1 775 21
TRINITY_DN75052_c0_g1_i5 832 0
TRINITY_DN7509_c0_g1_i5 724 1
TRINITY_DN750_c4_g1_i2 3046 0
TRINITY_DN7514_c0_g2_i1 2614 0
TRINITY_DN75183_c0_g1_i1 355 11
TRINITY_DN75197_c0_g1_i2 355 0
TRINITY_DN7521_c0_g2_i4 1777 24
TRINITY_DN7521_c0_g4_i1 310 2
TRINITY_DN7522_c1_g1_i7 442 2
TRINITY_DN75252_c0_g1_i1 307 6
TRINITY_DN7527_c0_g1_i9 502 0
TRINITY_DN75332_c0_g1_i6 796 0
TRINITY_DN7534_c0_g2_i2 415 16
TRINITY_DN7539_c0_g1_i9 3193 0
TRINITY_DN7543_c0_g2_i1 469 0
TRINITY_DN75495_c0_g1_i9 778 0
TRINITY_DN754_c0_g2_i12 1087 53
TRINITY_DN754_c1_g2_i2 1204 39
TRINITY_DN75509_c0_g2_i1 652 0
TRINITY_DN7556_c0_g1_i8 895 7
TRINITY_DN7561_c0_g2_i8 1207 12
TRINITY_DN75635_c1_g1_i1 322 0
TRINITY_DN7575_c0_g1_i4 301 11
TRINITY_DN75761_c0_g1_i7 460 8
TRINITY_DN75807_c0_g1_i2 850 1
TRINITY_DN75823_c0_g2_i3 697 0
TRINITY_DN7593_c0_g1_i1 1312 2
TRINITY_DN7593_c0_g5_i2 1093 3
TRINITY_DN75974_c0_g1_i4 745 0
TRINITY_DN75975_c0_g1_i2 454 0
TRINITY_DN75_c0_g1_i2 664 0
TRINITY_DN760_c1_g1_i4 2221 12
TRINITY_DN7615_c0_g1_i8 409 24
TRINITY_DN7617_c0_g1_i3 1210 47
TRINITY_DN7626_c0_g1_i1 850 0
TRINITY_DN762_c0_g2_i1 994 26
TRINITY_DN762_c2_g2_i3 1162 1
TRINITY_DN762_c2_g3_i1 1162 1
TRINITY_DN76398_c0_g1_i3 370 0
TRINITY_DN763_c0_g1_i1 835 1
TRINITY_DN7645_c0_g1_i13 937 0
TRINITY_DN7645_c0_g2_i1 1171 0
TRINITY_DN76493_c0_g1_i1 370 0
TRINITY_DN7658_c0_g1_i15 637 10
TRINITY_DN765_c0_g1_i1 460 8
TRINITY_DN766_c0_g1_i22 1435 0
TRINITY_DN7684_c1_g1_i7 1225 25
TRINITY_DN7686_c0_g3_i9 520 0
TRINITY_DN7695_c0_g1_i3 805 27
TRINITY_DN7696_c0_g1_i15 307 0
TRINITY_DN7698_c0_g1_i5 1966 74
TRINITY_DN7699_c0_g4_i4 820 0
TRINITY_DN7703_c0_g1_i13 2506 0
TRINITY_DN77115_c0_g3_i2 307 1
TRINITY_DN77140_c1_g1_i1 313 0
TRINITY_DN77185_c0_g1_i2 316 0
TRINITY_DN7719_c0_g1_i9 1684 43
TRINITY_DN77223_c0_g6_i1 982 1
TRINITY_DN77242_c0_g1_i4 925 0
TRINITY_DN7727_c1_g1_i5 835 11
TRINITY_DN7729_c0_g1_i6 1225 53
TRINITY_DN772_c1_g1_i4 1936 21
TRINITY_DN772_c1_g3_i1 418 1
TRINITY_DN7738_c0_g1_i7 1639 91
TRINITY_DN77421_c0_g1_i1 337 2
TRINITY_DN7743_c0_g1_i9 631 12
TRINITY_DN77457_c0_g1_i6 2566 0
TRINITY_DN77472_c0_g1_i3 541 0
TRINITY_DN7747_c0_g1_i1 1330 0
TRINITY_DN77480_c0_g1_i1 490 14
TRINITY_DN774_c0_g1_i5 856 0
TRINITY_DN77562_c0_g1_i1 373 0
TRINITY_DN77569_c0_g2_i4 1024 0
TRINITY_DN7759_c0_g1_i8 919 0
TRINITY_DN775_c1_g1_i10 937 4
TRINITY_DN7762_c0_g1_i5 502 0
TRINITY_DN7762_c0_g2_i1 301 0
TRINITY_DN77650_c0_g1_i3 658 1
TRINITY_DN7767_c0_g1_i7 1450 1
TRINITY_DN7769_c0_g1_i12 433 0
TRINITY_DN776_c0_g2_i1 1840 1
TRINITY_DN776_c0_g4_i2 409 0
TRINITY_DN77753_c1_g1_i5 880 0
TRINITY_DN7776_c0_g1_i6 1399 78
TRINITY_DN7778_c0_g1_i16 964 18
TRINITY_DN777_c4_g1_i9 385 15
TRINITY_DN777_c4_g2_i1 325 4
TRINITY_DN7780_c0_g1_i5 562 0
TRINITY_DN77864_c0_g1_i1 544 0
TRINITY_DN7789_c0_g1_i1 481 10
TRINITY_DN778_c0_g1_i4 445 11
TRINITY_DN7798_c0_g1_i3 376 5
TRINITY_DN77995_c0_g1_i4 1072 0
TRINITY_DN7799_c0_g1_i13 1546 0
TRINITY_DN779_c0_g1_i1 745 2
TRINITY_DN77_c0_g2_i2 730 0
TRINITY_DN7803_c2_g2_i1 664 0
TRINITY_DN7804_c0_g1_i2 772 17
TRINITY_DN7804_c0_g2_i1 598 0
TRINITY_DN7806_c0_g1_i2 661 18
TRINITY_DN78150_c0_g1_i3 472 19
TRINITY_DN78170_c0_g1_i1 313 12
TRINITY_DN78220_c0_g1_i9 685 0
TRINITY_DN78275_c0_g1_i12 334 12
TRINITY_DN7830_c0_g1_i6 1294 0
TRINITY_DN7835_c1_g1_i3 1456 5
TRINITY_DN78362_c0_g1_i4 331 2
TRINITY_DN7839_c0_g1_i4 475 20
TRINITY_DN783_c3_g2_i1 334 0
TRINITY_DN784_c0_g1_i14 1045 34
TRINITY_DN7855_c0_g1_i2 331 10
TRINITY_DN785_c0_g1_i3 2677 5
TRINITY_DN7861_c0_g1_i4 2491 102
TRINITY_DN7861_c0_g2_i3 454 22
TRINITY_DN7861_c1_g1_i7 682 20
TRINITY_DN7861_c3_g1_i2 922 25
TRINITY_DN7862_c0_g1_i3 1825 14
TRINITY_DN7866_c0_g1_i6 418 18
TRINITY_DN7867_c0_g1_i5 493 4
TRINITY_DN7874_c0_g1_i7 1099 4
TRINITY_DN7875_c0_g1_i5 3475 3
TRINITY_DN7876_c0_g1_i6 3196 41
TRINITY_DN7877_c0_g1_i2 352 3
TRINITY_DN787_c1_g2_i4 1690 0
TRINITY_DN78807_c0_g1_i1 316 1
TRINITY_DN78818_c0_g1_i1 364 2
TRINITY_DN7888_c0_g1_i5 352 9
TRINITY_DN788_c2_g2_i2 568 4
TRINITY_DN788_c3_g1_i3 901 19
TRINITY_DN78901_c0_g1_i1 355 8
TRINITY_DN7893_c0_g1_i1 775 31
TRINITY_DN7896_c0_g1_i7 421 10
TRINITY_DN789_c0_g1_i4 1624 72
TRINITY_DN79049_c0_g1_i2 1954 0
TRINITY_DN7909_c0_g1_i11 928 0
TRINITY_DN79149_c0_g2_i2 721 0
TRINITY_DN7916_c0_g1_i1 565 0
TRINITY_DN79204_c0_g1_i4 358 8
TRINITY_DN7921_c2_g1_i2 553 0
TRINITY_DN79233_c0_g1_i2 385 2
TRINITY_DN7926_c0_g1_i11 610 28
TRINITY_DN792_c0_g1_i5 1930 56
TRINITY_DN79302_c0_g1_i1 661 0
TRINITY_DN79311_c0_g1_i5 304 0
TRINITY_DN7933_c0_g1_i1 511 5
TRINITY_DN79343_c0_g1_i6 373 16
TRINITY_DN79343_c1_g1_i3 310 1
TRINITY_DN79409_c0_g2_i1 2518 2
TRINITY_DN7940_c1_g1_i3 1327 40
TRINITY_DN7940_c1_g2_i1 1909 20
TRINITY_DN794_c0_g3_i2 2023 7
TRINITY_DN7954_c0_g1_i8 1858 0
TRINITY_DN7958_c0_g1_i1 1300 26
TRINITY_DN7963_c1_g1_i1 1204 0
TRINITY_DN79647_c0_g1_i2 301 13
TRINITY_DN7965_c0_g1_i3 586 0
TRINITY_DN79691_c0_g2_i1 601 0
TRINITY_DN796_c0_g1_i3 2431 0
TRINITY_DN796_c2_g1_i6 2959 0
TRINITY_DN79745_c0_g1_i1 298 0
TRINITY_DN7975_c0_g1_i6 445 7
TRINITY_DN79764_c0_g2_i1 301 0
TRINITY_DN7976_c0_g1_i18 391 17
TRINITY_DN79821_c0_g1_i1 673 0
TRINITY_DN79858_c0_g2_i2 307 0
TRINITY_DN7985_c0_g1_i2 1231 15
TRINITY_DN798_c0_g1_i1 346 0
TRINITY_DN7999_c3_g1_i1 379 0
TRINITY_DN799_c0_g1_i8 2614 14
TRINITY_DN79_c0_g1_i12 652 9
TRINITY_DN8004_c0_g2_i1 550 14
TRINITY_DN80098_c0_g2_i1 349 0
TRINITY_DN800_c0_g2_i5 721 3
TRINITY_DN800_c0_g3_i6 3112 1
TRINITY_DN80135_c0_g1_i1 322 10
TRINITY_DN8019_c1_g2_i3 340 0
TRINITY_DN8020_c0_g1_i5 691 0
TRINITY_DN8023_c0_g1_i2 361 2
TRINITY_DN803_c0_g1_i3 5389 3
TRINITY_DN80585_c0_g4_i1 433 1
TRINITY_DN805_c1_g1_i4 658 6
TRINITY_DN8061_c0_g1_i3 574 9
TRINITY_DN806_c0_g1_i5 337 0
TRINITY_DN80700_c1_g1_i2 304 0
TRINITY_DN8070_c0_g1_i15 568 1
TRINITY_DN80738_c0_g1_i2 394 12
TRINITY_DN80744_c0_g1_i18 430 0
TRINITY_DN8079_c0_g1_i5 577 5
TRINITY_DN80825_c0_g1_i5 1534 0
TRINITY_DN8084_c0_g2_i1 457 5
TRINITY_DN80894_c0_g1_i9 364 0
TRINITY_DN808_c0_g1_i4 556 22
TRINITY_DN808_c0_g2_i1 1066 22
TRINITY_DN8093_c0_g1_i7 1903 43
TRINITY_DN80940_c0_g1_i14 457 0
TRINITY_DN809_c0_g1_i15 2365 74
TRINITY_DN809_c1_g2_i4 703 11
TRINITY_DN80_c0_g1_i2 877 1
TRINITY_DN81036_c1_g4_i2 352 0
TRINITY_DN8105_c0_g1_i7 1699 27
TRINITY_DN810_c0_g1_i3 910 0
TRINITY_DN810_c1_g1_i7 763 0
TRINITY_DN8115_c0_g1_i1 586 18
TRINITY_DN81274_c0_g1_i1 319 0
TRINITY_DN81296_c0_g2_i3 610 2
TRINITY_DN81318_c0_g1_i2 649 0
TRINITY_DN8134_c0_g3_i1 877 0
TRINITY_DN8135_c0_g1_i8 7765 0
TRINITY_DN8135_c1_g1_i1 565 0
TRINITY_DN8136_c0_g1_i4 1786 11
TRINITY_DN8137_c0_g1_i2 676 8
TRINITY_DN8138_c0_g1_i3 442 13
TRINITY_DN81419_c0_g1_i4 361 0
TRINITY_DN81449_c0_g1_i1 475 1
TRINITY_DN8152_c1_g1_i4 1312 0
TRINITY_DN8155_c0_g1_i7 481 6
TRINITY_DN8159_c0_g1_i11 3469 0
TRINITY_DN8161_c0_g1_i5 2686 0
TRINITY_DN81668_c0_g1_i2 352 0
TRINITY_DN816_c0_g1_i4 1270 42
TRINITY_DN8170_c0_g2_i1 577 0
TRINITY_DN8172_c0_g2_i4 343 1
TRINITY_DN81788_c0_g1_i1 2650 1
TRINITY_DN81804_c0_g1_i2 367 11
TRINITY_DN8187_c0_g1_i2 898 27
TRINITY_DN818_c0_g1_i3 517 1
TRINITY_DN8192_c0_g3_i5 1474 0
TRINITY_DN81950_c0_g1_i4 427 14
TRINITY_DN819_c0_g1_i1 1228 0
TRINITY_DN819_c1_g1_i4 820 0
TRINITY_DN8207_c0_g2_i4 409 0
TRINITY_DN82182_c0_g1_i5 3229 0
TRINITY_DN82255_c0_g1_i7 355 0
TRINITY_DN82259_c0_g1_i1 493 13
TRINITY_DN82285_c0_g1_i4 400 4
TRINITY_DN8235_c0_g1_i6 316 0
TRINITY_DN82476_c1_g1_i1 334 7
TRINITY_DN82484_c0_g1_i7 289 7
TRINITY_DN824_c3_g1_i2 514 0
TRINITY_DN8252_c0_g1_i6 661 19
TRINITY_DN82546_c0_g2_i6 322 8
TRINITY_DN82582_c0_g1_i2 481 0
TRINITY_DN8258_c0_g1_i1 655 3
TRINITY_DN82726_c0_g1_i1 379 0
TRINITY_DN8276_c0_g1_i8 1003 10
TRINITY_DN82830_c0_g1_i1 337 0
TRINITY_DN8286_c0_g1_i11 529 6
TRINITY_DN8289_c0_g1_i12 607 19
TRINITY_DN828_c1_g2_i3 517 1
TRINITY_DN828_c1_g6_i2 580 0
TRINITY_DN8293_c0_g1_i15 532 14
TRINITY_DN8296_c1_g1_i3 1129 14
TRINITY_DN82974_c0_g2_i1 1972 1
TRINITY_DN82988_c0_g1_i1 418 9
TRINITY_DN8299_c0_g1_i10 565 16
TRINITY_DN8299_c0_g2_i6 511 9
TRINITY_DN8306_c0_g1_i7 898 14
TRINITY_DN8308_c0_g1_i5 982 1
TRINITY_DN83096_c0_g1_i3 1150 0
TRINITY_DN83098_c0_g1_i2 364 1
TRINITY_DN8310_c0_g1_i1 727 1
TRINITY_DN83112_c0_g1_i1 259 9
TRINITY_DN8317_c0_g1_i2 1033 0
TRINITY_DN831_c3_g1_i5 2284 4
TRINITY_DN831_c3_g5_i3 2284 6
TRINITY_DN8322_c0_g2_i2 760 11
TRINITY_DN8322_c1_g1_i1 565 7
TRINITY_DN8322_c1_g2_i1 904 4
TRINITY_DN8325_c0_g1_i4 337 11
TRINITY_DN8331_c0_g1_i6 1486 26
TRINITY_DN8336_c0_g1_i4 538 0
TRINITY_DN8338_c0_g3_i6 1291 0
TRINITY_DN833_c1_g2_i1 1540 38
TRINITY_DN833_c3_g1_i1 2080 27
TRINITY_DN8345_c0_g1_i6 361 11
TRINITY_DN834_c0_g1_i5 1900 0
TRINITY_DN8355_c1_g1_i1 487 3
TRINITY_DN8356_c0_g1_i6 925 2
TRINITY_DN835_c0_g1_i3 3844 0
TRINITY_DN8363_c0_g2_i7 328 0
TRINITY_DN8364_c0_g2_i5 415 13
TRINITY_DN8368_c0_g1_i4 1507 25
TRINITY_DN8369_c0_g1_i4 2269 5
TRINITY_DN8369_c1_g1_i17 3511 4
TRINITY_DN836_c3_g1_i3 1021 48
TRINITY_DN836_c6_g1_i6 754 34
TRINITY_DN83716_c0_g1_i1 469 0
TRINITY_DN8371_c0_g1_i3 1705 11
TRINITY_DN837_c1_g1_i4 1015 22
TRINITY_DN8382_c0_g1_i5 373 9
TRINITY_DN83855_c0_g1_i1 376 0
TRINITY_DN8387_c0_g1_i2 2917 1
TRINITY_DN8388_c0_g1_i8 736 17
TRINITY_DN838_c0_g1_i1 568 1
TRINITY_DN8390_c0_g5_i3 337 0
TRINITY_DN83936_c0_g1_i7 415 27
TRINITY_DN83985_c1_g1_i3 607 0
TRINITY_DN8398_c1_g1_i14 3316 32
TRINITY_DN83_c0_g1_i7 2575 29
TRINITY_DN84022_c0_g1_i1 316 10
TRINITY_DN84054_c2_g1_i1 445 12
TRINITY_DN8405_c0_g1_i7 490 19
TRINITY_DN84114_c0_g1_i1 667 0
TRINITY_DN8411_c0_g1_i7 826 1
TRINITY_DN8417_c1_g2_i3 2293 1
TRINITY_DN841_c3_g1_i8 559 16
TRINITY_DN84210_c0_g1_i3 367 10
TRINITY_DN84226_c0_g1_i1 2959 1
TRINITY_DN84242_c0_g1_i3 310 0
TRINITY_DN84260_c0_g1_i1 481 12
TRINITY_DN84260_c1_g1_i3 382 0
TRINITY_DN84264_c0_g1_i1 301 2
TRINITY_DN84326_c0_g1_i1 529 23
TRINITY_DN8434_c0_g1_i2 436 0
TRINITY_DN84394_c0_g1_i1 628 0
TRINITY_DN84469_c0_g1_i2 331 0
TRINITY_DN84482_c0_g1_i4 1591 0
TRINITY_DN844_c0_g1_i39 964 36
TRINITY_DN8450_c1_g1_i3 835 5
TRINITY_DN84510_c0_g1_i5 508 11
TRINITY_DN84577_c6_g1_i1 328 0
TRINITY_DN84593_c0_g2_i1 427 0
TRINITY_DN845_c0_g1_i4 2266 11
TRINITY_DN8463_c0_g1_i7 3922 78
TRINITY_DN8463_c1_g1_i7 1711 28
TRINITY_DN8468_c0_g1_i4 1255 24
TRINITY_DN8468_c1_g1_i5 640 0
TRINITY_DN846_c6_g1_i1 403 0
TRINITY_DN8473_c0_g1_i7 1054 26
TRINITY_DN84797_c0_g1_i1 352 9
TRINITY_DN8479_c0_g1_i1 3805 0
TRINITY_DN847_c1_g2_i19 1195 20
TRINITY_DN847_c4_g1_i1 598 24
TRINITY_DN8484_c0_g1_i6 3772 32
TRINITY_DN8486_c0_g1_i3 418 8
TRINITY_DN8491_c0_g4_i2 310 6
TRINITY_DN8493_c0_g1_i15 556 4
TRINITY_DN8495_c0_g1_i9 817 14
TRINITY_DN84960_c0_g1_i6 388 0
TRINITY_DN8496_c0_g1_i17 445 1
TRINITY_DN849_c1_g1_i9 538 15
TRINITY_DN85032_c0_g1_i1 442 0
TRINITY_DN85121_c0_g1_i4 373 9
TRINITY_DN8520_c0_g2_i6 1402 6
TRINITY_DN85273_c0_g1_i1 412 0
TRINITY_DN852_c0_g1_i2 1381 0
TRINITY_DN85340_c0_g1_i1 808 0
TRINITY_DN8534_c0_g1_i4 316 0
TRINITY_DN853_c0_g1_i3 2245 0
TRINITY_DN8543_c0_g3_i10 1906 0
TRINITY_DN8546_c0_g1_i7 577 17
TRINITY_DN85510_c0_g1_i6 382 0
TRINITY_DN8555_c0_g1_i3 535 0
TRINITY_DN8559_c0_g3_i1 481 1
TRINITY_DN8560_c0_g1_i4 496 15
TRINITY_DN856_c0_g1_i4 889 38
TRINITY_DN858_c0_g4_i1 2524 6
TRINITY_DN85997_c1_g1_i2 376 0
TRINITY_DN85_c0_g1_i4 2245 25
TRINITY_DN85_c0_g2_i12 1885 11
TRINITY_DN86004_c0_g1_i1 349 0
TRINITY_DN8601_c0_g1_i4 463 0
TRINITY_DN86088_c0_g1_i4 319 14
TRINITY_DN86108_c1_g1_i1 373 0
TRINITY_DN8613_c0_g1_i3 916 1
TRINITY_DN86177_c0_g1_i1 433 9
TRINITY_DN8619_c3_g1_i3 487 0
TRINITY_DN86203_c0_g1_i1 343 12
TRINITY_DN8622_c0_g1_i5 628 19
TRINITY_DN8623_c1_g1_i3 841 0
TRINITY_DN8627_c0_g2_i1 463 2
TRINITY_DN86297_c0_g1_i1 2185 0
TRINITY_DN862_c0_g1_i6 1003 47
TRINITY_DN862_c0_g3_i1 778 38
TRINITY_DN8631_c0_g4_i3 1816 0
TRINITY_DN86320_c0_g1_i2 832 2
TRINITY_DN86342_c0_g1_i2 352 0
TRINITY_DN86343_c0_g1_i5 379 0
TRINITY_DN8639_c0_g1_i6 406 6
TRINITY_DN863_c0_g2_i3 919 29
TRINITY_DN86481_c1_g1_i5 1624 26
TRINITY_DN864_c0_g1_i1 1192 52
TRINITY_DN864_c12_g1_i1 322 1
TRINITY_DN8651_c0_g1_i13 547 3
TRINITY_DN86547_c0_g1_i1 301 0
TRINITY_DN86615_c1_g1_i1 1087 1
TRINITY_DN86626_c0_g1_i2 355 0
TRINITY_DN86633_c0_g1_i1 322 0
TRINITY_DN8663_c0_g1_i2 466 9
TRINITY_DN8664_c0_g1_i4 2533 1
TRINITY_DN86656_c0_g1_i9 1039 7
TRINITY_DN866_c1_g1_i4 2377 70
TRINITY_DN8677_c3_g1_i8 2002 0
TRINITY_DN8678_c0_g1_i4 376 14
TRINITY_DN8686_c0_g1_i6 757 2
TRINITY_DN86884_c0_g3_i3 403 0
TRINITY_DN86894_c0_g2_i3 979 0
TRINITY_DN86931_c0_g1_i1 313 9
TRINITY_DN8694_c0_g1_i1 1351 33
TRINITY_DN8697_c0_g1_i1 1018 0
TRINITY_DN87014_c0_g1_i6 478 15
TRINITY_DN87021_c0_g1_i7 379 10
TRINITY_DN8705_c0_g1_i7 769 1
TRINITY_DN870_c0_g1_i2 1135 30
TRINITY_DN870_c0_g2_i1 427 7
TRINITY_DN87139_c0_g1_i2 361 15
TRINITY_DN87146_c0_g1_i1 373 12
TRINITY_DN8717_c0_g1_i5 883 4
TRINITY_DN87195_c0_g1_i1 946 0
TRINITY_DN871_c0_g1_i6 544 8
TRINITY_DN87214_c0_g2_i1 328 1
TRINITY_DN87249_c0_g1_i1 301 1
TRINITY_DN87294_c0_g1_i1 310 0
TRINITY_DN8731_c0_g1_i5 301 9
TRINITY_DN8732_c0_g1_i10 1741 1
TRINITY_DN87441_c0_g1_i1 1762 0
TRINITY_DN8746_c0_g1_i1 358 5
TRINITY_DN8747_c0_g1_i5 877 0
TRINITY_DN8754_c0_g1_i7 1408 62
TRINITY_DN87579_c0_g1_i1 361 12
TRINITY_DN8759_c0_g1_i15 1417 35
TRINITY_DN8766_c0_g1_i1 649 14
TRINITY_DN87679_c0_g1_i1 478 6
TRINITY_DN8769_c0_g2_i4 409 12
TRINITY_DN8772_c0_g1_i3 1012 20
TRINITY_DN87752_c0_g1_i1 373 0
TRINITY_DN877_c0_g1_i1 682 23
TRINITY_DN87814_c0_g2_i1 412 0
TRINITY_DN8783_c0_g1_i5 2047 6
TRINITY_DN8783_c0_g2_i1 2071 11
TRINITY_DN87956_c0_g1_i1 583 0
TRINITY_DN87_c0_g3_i2 529 0
TRINITY_DN8800_c0_g2_i10 1045 0
TRINITY_DN88017_c0_g1_i1 343 12
TRINITY_DN88056_c0_g1_i3 1234 0
TRINITY_DN88104_c0_g2_i2 442 0
TRINITY_DN8814_c0_g1_i3 526 27
TRINITY_DN88175_c0_g1_i4 1030 0
TRINITY_DN88210_c0_g1_i1 271 0
TRINITY_DN8821_c0_g1_i6 817 11
TRINITY_DN88270_c0_g1_i8 466 19
TRINITY_DN88356_c0_g1_i1 454 0
TRINITY_DN8839_c0_g1_i2 382 7
TRINITY_DN883_c0_g1_i14 799 0
TRINITY_DN88417_c0_g1_i1 589 0
TRINITY_DN8845_c0_g1_i3 1072 44
TRINITY_DN884_c0_g1_i9 1399 4
TRINITY_DN885_c0_g1_i6 598 29
TRINITY_DN885_c0_g3_i2 598 31
TRINITY_DN88600_c0_g1_i8 853 0
TRINITY_DN8860_c0_g2_i2 541 0
TRINITY_DN88647_c0_g1_i5 904 10
TRINITY_DN886_c1_g1_i9 2434 1
TRINITY_DN8870_c0_g1_i7 301 3
TRINITY_DN8879_c0_g2_i11 409 0
