OG BRO-BGM BAT-BGM BAT-BRO
OG0008896 5.36 0.41 5.36
OG0008897 13.41 14.65 2.69
OG0008898 15.98 12.67 5.52
OG0008899 3.01 1.37 2.72
OG0008900 2.22 1.58 2.00
OG0008901 0.94 0.80 1.67
OG0008902 7.04 3.58 6.91
OG0008903 3.52 0.97 3.30
OG0008904 3.32 1.01 4.44
OG0008905 3.06 2.10 3.77
OG0008906 3.44 1.97 3.39
OG0008907 3.22 1.13 2.99
OG0008909 4.57 3.00 2.51
OG0008910 3.37 2.25 1.99
OG0008911 3.38 6.58 1.51
OG0008912 5.74 1.54 6.16
OG0008913 1.26 2.30 3.24
OG0008914 3.73 1.73 3.86
OG0008916 3.78 1.31 3.02
OG0008917 3.76 1.67 4.03
OG0008918 6.35 6.33 1.77
OG0008919 4.62 1.61 5.21
OG0008920 3.82 2.05 3.66
OG0008921 2.81 1.95 3.09
OG0008922 6.34 2.70 6.73
OG0008923 2.02 0.93 1.91
OG0008924 1.88 1.52 1.84
OG0008925 8.27 5.31 25.48
OG0008926 2.86 1.20 3.09
OG0008927 3.33 0.79 3.35
OG0008929 5.77 1.88 5.81
OG0008930 23.73 14.41 1.59
OG0008932 2.43 1.22 2.22
OG0008933 4.11 1.76 3.42
OG0008934 5.66 6.40 8.72
OG0008935 2.94 1.38 2.88
OG0008936 2.92 22.27 23.05
OG0008937 5.12 1.42 5.80
OG0008938 3.96 1.78 3.78
OG0008939 3.45 0.95 3.84
OG0008940 72.55 69.53 78.54
OG0008941 2.05 1.18 2.59
OG0008942 4.97 4.52 4.89
OG0008943 27.61 27.61 1.30
OG0008944 4.87 1.14 4.68
OG0008945 0.98 0.67 0.84
OG0008946 3.40 1.16 2.54
OG0008947 2.22 1.01 2.25
OG0008948 6.12 3.68 5.12
OG0008949 13.99 16.63 18.16
OG0008950 15.21 1.44 12.05
OG0008951 5.76 1.67 6.70
OG0008952 4.07 2.07 4.30
OG0008953 7.63 5.55 3.92
OG0008954 3.96 1.41 4.14
OG0008955 2.94 1.80 3.29
OG0008957 3.36 2.11 3.35
OG0008958 2.35 0.97 2.81
OG0008959 5.15 3.80 1.70
OG0008960 6.69 92.24 83.47
OG0008961 2.49 2.04 3.23
OG0008962 12.43 9.81 2.29
OG0008963 15.85 14.42 3.63
OG0008964 2.17 1.88 2.17
OG0008965 3.64 1.85 3.95
OG0008966 3.54 1.57 5.10
OG0008967 5.94 3.48 6.57
OG0008968 10.17 4.79 9.37
OG0008969 2.33 1.08 2.61
OG0008970 2.90 1.31 2.88
OG0008971 4.14 3.15 5.21
OG0008972 3.21 1.51 3.38
OG0008973 83.82 88.28 6.55
OG0008974 4.61 3.53 5.19
OG0008975 5.46 6.06 8.06
OG0008976 1.44 1.15 9.37
OG0008977 5.00 5.49 6.75
OG0008979 3.00 1.58 3.50
OG0008980 9.67 2.98 13.50
OG0008981 2.47 1.23 2.73
OG0008982 2.62 1.26 2.53
OG0008983 6.76 1.16 7.39
OG0008984 1.95 1.50 1.87
OG0008985 3.62 3.72 5.63
OG0008986 10.15 4.08 11.39
OG0008987 5.39 3.05 5.01
OG0008988 1.11 0.83 1.54
OG0008989 3.03 1.49 2.95
OG0008990 2.87 4.03 4.92
OG0008991 10.37 2.62 9.83
OG0008992 4.94 2.06 5.71
OG0008993 2.73 1.27 2.62
OG0008994 2.24 2.16 4.46
OG0008995 3.37 1.33 2.80
OG0008996 3.69 31.06 20.56
OG0008997 6.37 1.31 6.56
OG0008998 1.42 0.63 2.57
OG0008999 15.24 2.66 4.72
OG0009000 2.56 0.32 2.87
OG0009001 3.98 2.92 4.03
OG0009002 3.03 15.39 17.32
OG0009003 5.33 2.88 5.24
OG0009004 3.06 1.37 3.13
OG0009005 4.39 2.58 4.71
OG0009006 1.30 0.55 1.49
OG0009007 2.31 1.52 1.54
OG0009008 67.11 2.43 64.82
OG0009009 3.61 0.31 4.15
OG0009010 3.83 2.92 1.60
OG0009011 2.26 1.21 2.77
OG0009012 2.23 1.70 1.49
OG0009013 22.44 2.24 21.90
OG0009014 4.54 1.92 4.18
OG0009015 31.51 31.96 12.30
OG0009016 6.03 2.83 5.91
OG0009017 6.81 5.29 10.08
OG0009018 4.75 0.94 4.93
OG0009019 5.35 1.63 4.00
OG0009020 2.14 82.40 2.82
OG0009021 2.15 2.15 2.51
OG0009022 29.88 37.49 4.99
OG0009023 30.79 29.71 1.48
OG0009024 3.84 2.29 4.52
OG0009025 4.59 1.66 3.27
OG0009026 1.27 0.91 1.27
OG0009027 21.47 17.01 19.09
OG0009028 6.64 101.24 8.48
OG0009029 7.42 2.31 4.54
OG0009030 1.20 1.31 2.20
OG0009032 8.54 5.03 11.02
OG0009033 14.78 2.42 14.15
OG0009034 4.37 3.81 3.40
OG0009035 8.31 1.79 8.11
OG0009036 3.78 2.85 4.64
OG0009037 1.92 0.94 2.12
OG0009038 13.41 107.63 19.09
OG0009039 2.28 1.19 3.20
OG0009040 3.90 5.95 2.02
OG0009041 3.56 1.33 1.54
OG0009042 2.78 2.43 3.01
OG0009043 1.34 0.87 1.66
OG0009044 1.99 1.27 2.50
OG0009045 2.47 1.22 1.72
OG0009046 1.06 0.98 1.39
OG0009047 3.45 2.03 3.52
OG0009048 111.36 104.45 5.48
OG0009049 4.57 10.01 5.11
OG0009050 6.40 4.96 5.77
OG0009051 6.20 1.46 5.88
OG0009052 0.58 0.82 0.91
OG0009053 2.37 0.85 2.47
OG0009054 1.62 0.81 1.59
OG0009055 2.83 1.46 2.89
OG0009056 3.60 1.01 4.04
OG0009057 8.26 4.53 7.64
OG0009058 5.68 5.45 8.44
OG0009059 10.90 6.12 8.87
OG0009060 35.29 1.75 11.77
OG0009061 3.04 1.69 3.51
OG0009062 24.08 7.52 16.70
OG0009063 3.99 1.49 4.14
OG0009064 0.95 -0.00 1.13
OG0009065 2.13 10.85 4.83
OG0009066 4.31 2.03 4.51
OG0009067 10.22 4.13 10.64
OG0009068 1.71 0.85 1.71
OG0009069 25.13 2.25 10.81
OG0009070 130.10 1.64 8.22
OG0009071 6.34 1.01 7.83
OG0009072 5.21 1.90 5.13
OG0009073 1.50 0.75 1.92
OG0009074 2.60 1.41 2.58
OG0009075 6.41 5.78 7.92
OG0009076 5.78 1.96 5.96
OG0009077 4.21 2.44 5.19
OG0009078 4.29 1.78 3.93
OG0009079 1.85 62.08 2.39
OG0009080 9.35 3.98 8.69
OG0009081 5.47 0.94 5.59
OG0009082 3.39 1.33 3.25
OG0009083 6.92 2.86 6.71
OG0009084 8.94 1.65 3.32
OG0009085 2.64 0.87 3.02
OG0009086 6.53 2.25 6.71
OG0009087 1.93 1.20 2.91
OG0009088 1.82 1.36 1.36
OG0009089 0.72 22.70 23.01
OG0009090 2.84 1.72 2.59
OG0009091 2.58 4.70 6.03
OG0009092 2.37 8.83 9.84
OG0009093 26.69 20.53 8.28
OG0009094 4.97 1.34 5.44
OG0009095 1.39 0.69 1.69
OG0009096 3.98 3.63 3.66
OG0009097 4.13 3.16 4.87
OG0009098 8.06 2.75 5.23
OG0009099 3.39 1.46 3.11
OG0009101 3.87 0.92 3.87
OG0009102 3.01 1.27 3.36
OG0009103 3.42 7.67 7.41
OG0009104 3.97 3.79 4.45
OG0009105 0.45 0.07 0.53
OG0009106 5.71 2.26 4.72
OG0009107 12.42 2.19 13.44
OG0009108 1.91 1.54 2.18
OG0009109 11.49 21.17 6.55
OG0009110 3.96 2.25 4.15
OG0009111 45.67 2.04 45.13
OG0009112 3.31 1.23 4.39
OG0009113 1.31 0.65 6.01
OG0009116 3.02 2.01 3.10
OG0009117 3.98 93.13 33.12
OG0009118 5.36 3.68 3.54
OG0009119 6.90 8.10 5.09
OG0009120 1.59 1.05 1.94
OG0009121 1.14 0.65 1.51
OG0009122 4.76 0.94 2.11
OG0009123 5.03 1.25 5.03
OG0009124 4.29 2.32 4.36
OG0009125 3.97 1.80 5.10
OG0009126 1.59 0.70 1.23
OG0009127 2.52 7.37 9.11
OG0009130 3.80 2.51 3.63
OG0009131 7.74 1.63 7.05
OG0009132 5.12 5.75 6.79
OG0009133 41.00 27.71 10.07
OG0009134 1.54 0.46 1.69
OG0009135 2.59 2.97 7.30
OG0009136 2.54 1.22 2.70
OG0009137 5.38 2.27 7.18
OG0009138 2.71 1.46 2.46
OG0009139 5.93 0.98 6.11
OG0009140 5.96 2.53 6.50
OG0009141 1.70 1.53 1.20
OG0009142 12.00 2.69 7.57
OG0009143 2.48 0.98 1.99
OG0009144 2.62 0.80 1.81
OG0009145 2.69 1.06 2.96
OG0009146 4.66 3.60 5.30
OG0009147 8.72 2.44 9.92
OG0009148 3.60 15.50 102.79
OG0009149 3.02 2.53 3.68
OG0009150 4.30 1.74 3.67
OG0009151 8.07 2.03 8.28
OG0009152 8.78 8.20 5.56
OG0009153 1.17 1.65 1.97
OG0009154 2.36 0.86 2.31
OG0009155 8.86 5.77 12.95
OG0009156 18.05 0.45 8.46
OG0009158 3.51 3.58 5.72
OG0009159 2.63 76.24 72.71
OG0009160 1.52 0.89 1.40
OG0009161 1.41 2.12 4.48
OG0009162 70.14 6.83 67.19
OG0009164 3.51 1.82 3.54
OG0009165 1.70 1.91 2.65
OG0009166 2.10 1.61 2.27
OG0009167 3.69 1.77 3.69
OG0009168 3.66 3.18 2.08
OG0009169 1.51 1.22 1.51
OG0009170 2.97 1.53 2.52
OG0009171 89.90 -0.00 89.90
OG0009172 3.44 1.30 3.17
OG0009173 3.51 1.44 4.00
OG0009174 6.69 2.73 5.71
OG0009175 6.93 2.81 7.00
OG0009176 3.31 2.00 3.29
OG0009177 3.55 5.70 2.83
OG0009178 10.78 5.43 2.43
OG0009179 4.56 1.55 4.36
OG0009180 2.38 0.92 2.49
OG0009181 3.15 4.92 7.51
OG0009182 2.13 4.81 5.61
OG0009183 4.09 3.67 3.95
OG0009184 1.88 24.15 25.34
OG0009185 12.87 6.29 8.79
OG0009186 1.14 0.57 1.07
OG0009187 3.61 2.72 3.64
OG0009188 6.77 2.52 7.01
OG0009189 5.31 7.15 5.45
OG0009190 32.12 7.41 28.12
OG0009191 6.07 4.99 8.80
OG0009192 16.10 9.37 8.09
