OG BGM_model BGM_dNdS BGM_t BGM_dN BGM_dS BAT_model BAT_dNdS BAT_t BAT_dN BAT_dS BRO_model BRO_dNdS BRO_t BRO_dN BRO_dS
OG0006029 general 0.2115 0.036 0.0069 0.0328 general 0.2115 0.008 0.0016 0.0075 general 0.2115 0.021 0.0041 0.0195
OG0006030 general 0.2508 0.031 0.0067 0.0268 general 0.2508 0.006 0.0014 0.0054 general 0.2508 0.003 0.0007 0.0029
OG0006031 alternative 0.2420 0.008 0.0017 0.0072 alternative 0.1493 0.010 0.0018 0.0118 alternative 0.2174 0.051 0.0110 0.0507
OG0006032 alternative 0.6080 0.017 0.0051 0.0084 alternative 0.1020 0.037 0.0055 0.0541 alternative 0.1190 0.015 0.0025 0.0206
OG0006033 alternative 0.1696 0.017 0.0036 0.0212 alternative 0.1821 0.077 0.0167 0.0916 alternative 0.0884 0.019 0.0028 0.0319
OG0006034 general 0.1286 0.008 0.0011 0.0082 general 0.1286 0.006 0.0008 0.0062 general 0.1286 0.042 0.0058 0.0453
OG0006035 alternative 0.0001 0.001 0.0000 0.0019 alternative 0.0670 0.012 0.0010 0.0142 alternative 2.2609 0.000 0.0000 0.0000
OG0006036 general 0.2324 0.005 0.0008 0.0035 general 0.2324 0.012 0.0022 0.0093 general 0.2324 0.016 0.0029 0.0124
OG0006038 general 0.1824 0.019 0.0040 0.0218 general 0.1824 0.023 0.0048 0.0262 general 0.1824 0.060 0.0124 0.0681
OG0006040 alternative 0.7579 0.021 0.0064 0.0084 alternative 0.2443 0.005 0.0009 0.0035 alternative 0.0492 0.009 0.0005 0.0093
OG0006042 general 0.1440 0.046 0.0064 0.0444 general 0.1440 0.001 0.0002 0.0013 general 0.1440 0.015 0.0021 0.0144
OG0006044 general 0.3107 0.024 0.0053 0.0171 general 0.3107 0.026 0.0056 0.0182 general 0.3107 0.039 0.0087 0.0279
OG0006045 general 0.1962 0.045 0.0075 0.0382 general 0.1962 0.033 0.0054 0.0278 general 0.1962 0.000 0.0000 0.0000
OG0006048 general 0.1207 0.001 0.0001 0.0006 general 0.1207 0.005 0.0005 0.0045 general 0.1207 0.000 0.0000 0.0000
OG0006049 general 0.0506 0.008 0.0006 0.0110 general 0.0506 0.071 0.0051 0.1005 general 0.0506 0.030 0.0022 0.0427
OG0006051 general 0.1561 0.016 0.0022 0.0143 general 0.1561 0.003 0.0004 0.0026 general 0.1561 0.041 0.0058 0.0372
OG0006052 general 0.0963 0.003 0.0003 0.0030 general 0.0963 0.003 0.0003 0.0030 general 0.0963 0.010 0.0009 0.0089
OG0006053 general 0.3286 0.005 0.0011 0.0034 general 0.3286 0.013 0.0029 0.0087 general 0.3286 0.006 0.0013 0.0040
OG0006054 alternative 0.3124 0.014 0.0029 0.0092 alternative 0.2316 0.014 0.0024 0.0104 alternative 0.4636 0.062 0.0158 0.0340
OG0006055 alternative 0.0001 0.002 0.0000 0.0041 alternative 0.2047 0.052 0.0111 0.0544 alternative 0.1439 0.062 0.0113 0.0785
OG0006058 general 0.4106 0.050 0.0118 0.0288 general 0.4106 0.029 0.0068 0.0165 general 0.4106 0.006 0.0015 0.0036
OG0006059 general 0.2124 0.010 0.0017 0.0082 general 0.2124 0.013 0.0023 0.0108 general 0.2124 0.081 0.0144 0.0678
OG0006060 general 0.2237 0.037 0.0073 0.0324 general 0.2237 0.017 0.0034 0.0151 general 0.2237 0.024 0.0047 0.0212
OG0006061 general 0.1172 0.007 0.0009 0.0076 general 0.1172 0.009 0.0011 0.0093 general 0.1172 0.011 0.0014 0.0117
OG0006063 alternative 0.1722 0.007 0.0010 0.0057 alternative 0.5881 0.031 0.0086 0.0146 alternative 0.3782 0.024 0.0054 0.0143
OG0006064 general 0.3415 0.014 0.0029 0.0085 general 0.3415 0.006 0.0013 0.0039 general 0.3415 0.015 0.0031 0.0090
OG0006065 general 0.0255 0.004 0.0001 0.0040 general 0.0255 0.004 0.0001 0.0049 general 0.0255 0.005 0.0001 0.0057
OG0006066 alternative 0.5823 0.006 0.0016 0.0027 alternative 172.3376 0.008 0.0038 0.0000 alternative 0.1955 0.017 0.0027 0.0139
OG0006067 general 0.1264 0.009 0.0011 0.0084 general 0.1264 0.012 0.0014 0.0108 general 0.1264 0.020 0.0022 0.0177
OG0006069 general 0.1611 0.016 0.0023 0.0144 general 0.1611 0.016 0.0024 0.0147 general 0.1611 0.011 0.0016 0.0101
OG0006070 general 0.1138 0.016 0.0019 0.0170 general 0.1138 0.021 0.0026 0.0225 general 0.1138 0.067 0.0082 0.0717
OG0006071 general 0.2939 0.017 0.0036 0.0122 general 0.2939 0.018 0.0040 0.0135 general 0.2939 0.028 0.0059 0.0202
OG0006072 alternative 0.0604 0.018 0.0014 0.0228 alternative 0.4864 0.120 0.0327 0.0673 alternative 0.2571 0.021 0.0043 0.0166
OG0006073 general 0.0842 0.010 0.0012 0.0145 general 0.0842 0.012 0.0015 0.0177 general 0.0842 0.026 0.0033 0.0388
OG0006074 general 0.1387 0.051 0.0067 0.0483 general 0.1387 0.013 0.0017 0.0122 general 0.1387 0.019 0.0025 0.0182
OG0006075 general 0.4055 0.003 0.0008 0.0019 general 0.4055 0.015 0.0035 0.0086 general 0.4055 0.087 0.0206 0.0508
OG0006076 general 0.1446 0.024 0.0035 0.0242 general 0.1446 0.031 0.0047 0.0323 general 0.1446 0.066 0.0097 0.0672
OG0006078 alternative 0.0001 0.008 0.0000 0.0119 alternative 0.0001 0.006 0.0000 0.0091 alternative 0.2550 0.148 0.0292 0.1144
OG0006080 general 0.0614 0.005 0.0004 0.0072 general 0.0614 0.006 0.0005 0.0073 general 0.0614 0.014 0.0011 0.0187
OG0006081 general 0.0388 0.005 0.0003 0.0088 general 0.0388 0.007 0.0004 0.0113 general 0.0388 0.026 0.0017 0.0440
OG0006083 general 0.1192 0.009 0.0010 0.0085 general 0.1192 0.005 0.0006 0.0051 general 0.1192 0.016 0.0018 0.0155
OG0006084 general 0.0888 0.003 0.0003 0.0034 general 0.0888 0.006 0.0005 0.0057 general 0.0888 0.012 0.0010 0.0117
OG0006085 alternative 0.0001 0.006 0.0000 0.0178 alternative 0.0356 0.013 0.0011 0.0306 alternative 0.0962 0.018 0.0029 0.0300
OG0006086 alternative 0.1900 0.007 0.0012 0.0062 alternative 0.0001 0.011 0.0000 0.0162 alternative 0.3725 0.123 0.0296 0.0796
OG0006087 general 0.2245 0.010 0.0017 0.0076 general 0.2245 0.010 0.0018 0.0081 general 0.2245 0.025 0.0044 0.0196
OG0006088 general 0.1362 0.009 0.0018 0.0129 general 0.1362 0.018 0.0034 0.0252 general 0.1362 0.071 0.0133 0.0977
OG0006089 general 0.1906 0.016 0.0025 0.0133 general 0.1906 0.037 0.0058 0.0305 general 0.1906 0.020 0.0031 0.0164
OG0006091 general 0.3197 0.004 0.0007 0.0023 general 0.3197 0.013 0.0028 0.0086 general 0.3197 0.049 0.0101 0.0317
OG0006092 alternative 0.1066 0.009 0.0009 0.0089 alternative 0.1490 0.005 0.0006 0.0043 alternative 0.4454 0.133 0.0340 0.0763
OG0006096 alternative 0.3445 0.004 0.0008 0.0023 alternative 0.0248 0.008 0.0002 0.0096 alternative 5.7971 0.008 0.0035 0.0006
OG0006097 general 0.0425 0.005 0.0003 0.0077 general 0.0425 0.005 0.0003 0.0071 general 0.0425 0.019 0.0012 0.0293
OG0006098 general 0.0491 0.008 0.0006 0.0126 general 0.0491 0.007 0.0005 0.0108 general 0.0491 0.037 0.0030 0.0607
OG0006099 general 0.4222 0.008 0.0020 0.0048 general 0.4222 0.073 0.0180 0.0427 general 0.4222 0.041 0.0102 0.0242
OG0006100 general 0.2907 0.038 0.0077 0.0265 general 0.2907 0.008 0.0015 0.0053 general 0.2907 0.023 0.0047 0.0160
OG0006101 alternative 0.1238 0.030 0.0043 0.0351 alternative 0.0810 0.035 0.0038 0.0465 alternative 0.1159 0.055 0.0076 0.0656
OG0006102 general 0.1195 0.011 0.0013 0.0111 general 0.1195 0.011 0.0013 0.0110 general 0.1195 0.012 0.0015 0.0125
OG0006103 general 0.1166 0.008 0.0010 0.0086 general 0.1166 0.008 0.0010 0.0089 general 0.1166 0.007 0.0009 0.0078
OG0006104 general 0.1918 0.012 0.0019 0.0101 general 0.1918 0.000 0.0000 0.0000 general 0.1918 0.025 0.0043 0.0222
OG0006105 general 0.1084 0.024 0.0030 0.0280 general 0.1084 0.019 0.0024 0.0221 general 0.1084 0.026 0.0033 0.0308
OG0006106 general 0.0669 0.010 0.0013 0.0190 general 0.0669 0.006 0.0007 0.0107 general 0.0669 0.013 0.0017 0.0255
OG0006109 alternative 0.0272 0.010 0.0003 0.0125 alternative 0.1429 0.011 0.0015 0.0106 alternative 0.1936 0.058 0.0097 0.0501
OG0006110 general 0.0234 0.008 0.0002 0.0103 general 0.0234 0.006 0.0002 0.0082 general 0.0234 0.012 0.0004 0.0155
OG0006112 general 0.1578 0.005 0.0007 0.0044 general 0.1578 0.015 0.0020 0.0127 general 0.1578 0.036 0.0049 0.0311
OG0006114 alternative 0.2360 0.020 0.0042 0.0176 alternative 1.0125 0.010 0.0034 0.0033 alternative 0.0284 0.030 0.0013 0.0473
OG0006115 general 0.2018 0.001 0.0002 0.0009 general 0.2018 0.036 0.0061 0.0304 general 0.2018 0.017 0.0029 0.0142
OG0006116 general 0.1215 0.010 0.0012 0.0097 general 0.1215 0.008 0.0009 0.0076 general 0.1215 0.028 0.0033 0.0272
OG0006117 general 0.2811 0.012 0.0025 0.0089 general 0.2811 0.024 0.0049 0.0173 general 0.2811 0.033 0.0067 0.0238
OG0006120 general 0.0523 0.000 0.0000 0.0000 general 0.0523 0.025 0.0016 0.0300 general 0.0523 0.028 0.0018 0.0339
OG0006121 general 0.1623 0.008 0.0013 0.0078 general 0.1623 0.015 0.0024 0.0146 general 0.1623 0.044 0.0070 0.0433
OG0006122 general 0.2843 0.005 0.0011 0.0038 general 0.2843 0.618 0.1278 0.4495 general 0.2843 0.029 0.0060 0.0210
OG0006123 general 0.1439 0.008 0.0010 0.0069 general 0.1439 0.000 0.0000 0.0000 general 0.1439 0.009 0.0012 0.0083
OG0006124 general 0.0954 0.030 0.0039 0.0404 general 0.0954 0.005 0.0007 0.0071 general 0.0954 0.080 0.0103 0.1075
OG0006126 alternative 2.1951 0.000 0.0000 0.0000 alternative 0.4806 0.345 0.0937 0.1951 alternative 0.2164 0.206 0.0390 0.1802
OG0006127 general 0.0862 0.007 0.0007 0.0082 general 0.0862 0.009 0.0009 0.0101 general 0.0862 0.015 0.0014 0.0164
OG0006129 general 0.0335 0.011 0.0004 0.0130 general 0.0335 0.004 0.0002 0.0049 general 0.0335 0.025 0.0010 0.0287
OG0006130 general 0.4860 0.034 0.0091 0.0187 general 0.4860 0.031 0.0083 0.0170 general 0.4860 0.005 0.0013 0.0027
OG0006132 alternative 0.1285 0.010 0.0016 0.0125 alternative 0.2735 0.062 0.0145 0.0530 alternative 0.1291 0.025 0.0040 0.0309
OG0006134 general 0.3167 0.014 0.0031 0.0097 general 0.3167 0.017 0.0035 0.0112 general 0.3167 0.283 0.0598 0.1889
OG0006135 general 0.2081 0.008 0.0014 0.0069 general 0.2081 0.015 0.0027 0.0129 general 0.2081 0.290 0.0513 0.2466
OG0006136 general 0.1408 0.010 0.0020 0.0144 general 0.1408 0.015 0.0029 0.0204 general 0.1408 0.031 0.0061 0.0433
OG0006137 alternative 0.2255 0.034 0.0075 0.0333 alternative 0.0001 0.006 0.0000 0.0127 alternative 0.0186 0.024 0.0009 0.0467
OG0006138 general 0.2018 0.009 0.0016 0.0082 general 0.2018 0.060 0.0104 0.0516 general 0.2018 0.030 0.0052 0.0257
OG0006139 general 0.0398 0.007 0.0004 0.0105 general 0.0398 0.031 0.0018 0.0448 general 0.0398 0.030 0.0017 0.0439
OG0006140 general 0.2567 0.009 0.0016 0.0064 general 0.2567 0.027 0.0050 0.0195 general 0.2567 0.010 0.0018 0.0071
OG0006141 general 0.3450 0.017 0.0041 0.0120 general 0.3450 0.021 0.0049 0.0141 general 0.3450 0.059 0.0140 0.0405
OG0006142 general 0.0136 0.000 0.0000 0.0000 general 0.0136 0.014 0.0006 0.0430 general 0.0136 0.118 0.0048 0.3518
OG0006143 general 0.0683 0.000 0.0000 0.0000 general 0.0683 0.014 0.0016 0.0239 general 0.0683 0.250 0.0300 0.4392
OG0006144 general 0.1582 0.006 0.0008 0.0054 general 0.1582 0.018 0.0027 0.0170 general 0.1582 0.032 0.0048 0.0301
OG0006147 general 0.1564 0.008 0.0015 0.0097 general 0.1564 0.126 0.0236 0.1511 general 0.1564 0.039 0.0073 0.0464
OG0006148 general 0.5247 0.008 0.0023 0.0043 general 0.5247 0.008 0.0021 0.0039 general 0.5247 0.000 0.0000 0.0000
OG0006149 alternative 0.0001 0.006 0.0000 0.0065 alternative 0.0001 0.003 0.0000 0.0031 alternative 0.0001 0.012 0.0000 0.0140
OG0006151 general 0.2922 0.024 0.0052 0.0177 general 0.2922 0.060 0.0127 0.0436 general 0.2922 0.054 0.0115 0.0394
OG0006152 alternative 0.0418 1.242 0.0672 1.6058 alternative 1.4299 0.032 0.0115 0.0080 alternative 2.4287 0.000 0.0000 0.0000
OG0006154 general 0.0675 0.006 0.0005 0.0070 general 0.0675 0.013 0.0010 0.0143 general 0.0675 0.012 0.0009 0.0140
OG0006155 general 0.0544 0.009 0.0006 0.0116 general 0.0544 0.007 0.0005 0.0088 general 0.0544 0.020 0.0014 0.0256
OG0006156 alternative 0.2108 0.007 0.0013 0.0063 alternative 0.2187 0.016 0.0031 0.0141 alternative 0.1147 0.016 0.0021 0.0185
OG0006159 alternative 0.4040 0.175 0.0434 0.1074 alternative 1.0936 0.030 0.0103 0.0094 alternative 0.3906 0.385 0.0943 0.2413
OG0006160 general 0.0828 0.019 0.0027 0.0326 general 0.0828 0.029 0.0041 0.0497 general 0.0828 0.024 0.0034 0.0410
OG0006161 general 0.1030 0.008 0.0008 0.0078 general 0.1030 0.011 0.0011 0.0110 general 0.1030 0.006 0.0006 0.0056
OG0006162 alternative 1.2880 0.000 0.0000 0.0000 alternative 1.2665 0.023 0.0081 0.0064 alternative 2.6718 0.021 0.0083 0.0031
OG0006163 alternative 0.0001 0.002 0.0000 0.0031 alternative 0.7301 0.134 0.0413 0.0566 alternative 0.2894 0.014 0.0031 0.0106
OG0006164 general 0.0939 0.005 0.0005 0.0052 general 0.0939 0.004 0.0004 0.0039 general 0.0939 0.012 0.0012 0.0126
OG0006165 general 0.0493 0.010 0.0009 0.0179 general 0.0493 0.015 0.0013 0.0266 general 0.0493 0.029 0.0025 0.0511
OG0006166 general 0.0917 0.009 0.0011 0.0120 general 0.0917 0.012 0.0014 0.0157 general 0.0917 0.053 0.0063 0.0685
OG0006167 general 0.0304 0.007 0.0003 0.0085 general 0.0304 0.010 0.0004 0.0118 general 0.0304 0.039 0.0014 0.0447
OG0006169 alternative 0.5481 0.020 0.0057 0.0105 alternative 0.1789 0.005 0.0008 0.0047 alternative 0.0184 0.009 0.0002 0.0127
OG0006171 general 0.1961 0.011 0.0020 0.0103 general 0.1961 0.025 0.0044 0.0225 general 0.1961 0.046 0.0081 0.0411
OG0006173 general 0.0487 0.030 0.0017 0.0343 general 0.0487 0.015 0.0008 0.0172 general 0.0487 0.019 0.0011 0.0226
OG0006174 alternative 0.3187 0.010 0.0020 0.0063 alternative 0.2509 0.009 0.0016 0.0062 alternative 0.1696 0.019 0.0025 0.0150
OG0006175 alternative 0.0234 0.012 0.0006 0.0252 alternative 0.0001 0.006 0.0000 0.0138 alternative 0.0001 0.014 0.0000 0.0330
OG0006176 alternative 0.0001 0.001 0.0000 0.0013 alternative 0.4755 0.138 0.0384 0.0807 alternative 0.0012 0.003 0.0000 0.0064
OG0006178 general 0.1609 0.005 0.0006 0.0039 general 0.1609 0.010 0.0013 0.0082 general 0.1609 0.020 0.0027 0.0169
OG0006179 general 0.0647 0.025 0.0021 0.0321 general 0.0647 0.026 0.0021 0.0330 general 0.0647 0.031 0.0026 0.0395
OG0006180 general 0.0733 0.014 0.0015 0.0205 general 0.0733 0.009 0.0010 0.0133 general 0.0733 0.070 0.0076 0.1031
OG0006181 alternative 0.0474 0.007 0.0004 0.0085 alternative 0.0317 0.010 0.0004 0.0138 alternative 0.6978 0.211 0.0642 0.0920
OG0006182 general 0.0966 0.024 0.0033 0.0339 general 0.0966 0.033 0.0044 0.0460 general 0.0966 0.015 0.0020 0.0210
OG0006183 general 0.0122 0.009 0.0002 0.0176 general 0.0122 0.015 0.0004 0.0300 general 0.0122 0.015 0.0004 0.0297
OG0006184 general 0.1660 0.030 0.0052 0.0314 general 0.1660 0.032 0.0055 0.0330 general 0.1660 0.000 0.0000 0.0000
OG0006185 alternative 0.0001 0.001 0.0000 0.0017 alternative 0.2316 0.012 0.0022 0.0094 alternative 0.6413 0.006 0.0016 0.0025
OG0006186 general 0.0628 0.006 0.0005 0.0073 general 0.0628 0.012 0.0009 0.0142 general 0.0628 0.006 0.0004 0.0069
OG0006187 general 0.0433 0.010 0.0006 0.0135 general 0.0433 0.009 0.0005 0.0123 general 0.0433 0.013 0.0008 0.0174
OG0006188 general 0.0270 0.005 0.0002 0.0065 general 0.0270 0.009 0.0003 0.0122 general 0.0270 0.012 0.0004 0.0166
OG0006190 general 0.1137 0.016 0.0020 0.0180 general 0.1137 0.016 0.0021 0.0182 general 0.1137 0.023 0.0029 0.0254
OG0006191 alternative 0.6422 0.018 0.0053 0.0082 alternative 0.4682 0.018 0.0045 0.0096 alternative 0.4024 0.029 0.0069 0.0171
OG0006192 general 0.3273 0.008 0.0019 0.0057 general 0.3273 0.008 0.0019 0.0059 general 0.3273 0.009 0.0021 0.0066
OG0006193 alternative 0.4186 0.016 0.0038 0.0090 alternative 0.5669 0.036 0.0098 0.0173 alternative 999.0000 0.007 0.0032 0.0000
OG0006194 general 0.1651 0.025 0.0043 0.0260 general 0.1651 0.011 0.0018 0.0111 general 0.1651 0.009 0.0015 0.0090
OG0006195 alternative 0.4179 0.409 0.1084 0.2595 alternative 19.2665 0.000 0.0000 0.0000 alternative 0.2463 0.621 0.1322 0.5368
OG0006196 general 0.0447 0.014 0.0008 0.0190 general 0.0447 0.010 0.0006 0.0137 general 0.0447 0.057 0.0035 0.0787
OG0006197 general 0.2779 0.035 0.0067 0.0242 general 0.2779 0.009 0.0018 0.0063 general 0.2779 0.015 0.0028 0.0102
OG0006198 alternative 2.2043 0.000 0.0000 0.0000 alternative 0.1730 0.177 0.0350 0.2023 alternative 0.2498 0.014 0.0033 0.0132
OG0006199 general 0.2134 0.009 0.0016 0.0075 general 0.2134 0.007 0.0013 0.0063 general 0.2134 0.090 0.0165 0.0774
OG0006200 general 0.1669 0.076 0.0147 0.0882 general 0.1669 0.021 0.0040 0.0239 general 0.1669 0.000 0.0000 0.0000
OG0006201 general 0.0960 0.027 0.0041 0.0429 general 0.0960 0.231 0.0348 0.3624 general 0.0960 0.002 0.0003 0.0028
OG0006202 alternative 0.1184 1.674 0.2501 2.1131 alternative 2.3139 0.000 0.0000 0.0000 alternative 0.1356 0.135 0.0220 0.1622
OG0006203 general 0.0603 0.003 0.0002 0.0028 general 0.0603 0.005 0.0003 0.0053 general 0.0603 0.003 0.0002 0.0031
OG0006204 general 0.2141 0.004 0.0008 0.0036 general 0.2141 0.004 0.0008 0.0036 general 0.2141 0.003 0.0006 0.0029
OG0006205 general 0.1715 0.012 0.0018 0.0107 general 0.1715 0.018 0.0026 0.0153 general 0.1715 0.018 0.0026 0.0152
OG0006206 general 0.1696 0.017 0.0031 0.0185 general 0.1696 0.022 0.0041 0.0240 general 0.1696 0.088 0.0161 0.0952
OG0006207 general 0.1112 0.009 0.0011 0.0100 general 0.1112 0.008 0.0009 0.0083 general 0.1112 0.009 0.0011 0.0100
OG0006208 general 0.4049 0.008 0.0021 0.0053 general 0.4049 0.010 0.0024 0.0060 general 0.4049 0.017 0.0043 0.0107
OG0006209 general 0.2041 0.008 0.0013 0.0064 general 0.2041 0.026 0.0044 0.0214 general 0.2041 0.045 0.0076 0.0374
OG0006210 general 0.1657 0.006 0.0009 0.0056 general 0.1657 0.006 0.0008 0.0048 general 0.1657 0.014 0.0020 0.0122
OG0006211 general 0.0712 0.002 0.0001 0.0020 general 0.0712 0.006 0.0004 0.0062 general 0.0712 0.004 0.0003 0.0045
OG0006213 alternative 0.4082 0.165 0.0437 0.1070 alternative 0.4106 0.062 0.0165 0.0402 alternative 0.3390 0.193 0.0476 0.1403
OG0006215 general 0.2304 0.008 0.0016 0.0070 general 0.2304 0.027 0.0052 0.0224 general 0.2304 0.009 0.0017 0.0073
OG0006216 general 0.0445 0.037 0.0021 0.0474 general 0.0445 0.007 0.0004 0.0084 general 0.0445 0.005 0.0003 0.0060
OG0006217 general 0.1713 0.015 0.0030 0.0174 general 0.1713 0.004 0.0008 0.0044 general 0.1713 0.037 0.0073 0.0428
OG0006218 general 0.0253 0.006 0.0002 0.0090 general 0.0253 0.006 0.0002 0.0087 general 0.0253 0.015 0.0006 0.0225
OG0006219 general 0.0159 0.005 0.0002 0.0126 general 0.0159 0.008 0.0003 0.0176 general 0.0159 0.052 0.0019 0.1188
OG0006220 general 0.0194 0.014 0.0007 0.0370 general 0.0194 0.014 0.0007 0.0350 general 0.0194 0.020 0.0010 0.0519
OG0006221 general 0.1758 0.010 0.0017 0.0097 general 0.1758 0.009 0.0015 0.0084 general 0.1758 0.026 0.0044 0.0251
OG0006227 alternative 0.1948 0.011 0.0021 0.0110 alternative 0.0931 0.007 0.0009 0.0100 alternative 0.0475 0.031 0.0025 0.0522
OG0006228 general 0.0817 0.002 0.0001 0.0016 general 0.0817 0.010 0.0009 0.0105 general 0.0817 0.011 0.0009 0.0115
OG0006229 general 0.1897 0.016 0.0029 0.0154 general 0.1897 0.021 0.0039 0.0207 general 0.1897 0.039 0.0072 0.0378
OG0006230 general 0.1344 0.004 0.0005 0.0039 general 0.1344 0.006 0.0009 0.0066 general 0.1344 0.027 0.0038 0.0282
OG0006231 general 0.0981 0.006 0.0007 0.0075 general 0.0981 0.003 0.0003 0.0032 general 0.0981 0.026 0.0030 0.0302
OG0006233 general 0.2402 0.008 0.0014 0.0057 general 0.2402 0.005 0.0009 0.0035 general 0.2402 0.010 0.0018 0.0074
OG0006234 alternative 0.4189 0.028 0.0069 0.0164 alternative 0.0352 0.006 0.0003 0.0073 alternative 0.1304 0.018 0.0022 0.0166
OG0006235 general 0.2881 0.035 0.0072 0.0251 general 0.2881 0.018 0.0038 0.0130 general 0.2881 0.000 0.0000 0.0000
OG0006237 general 0.0594 0.002 0.0002 0.0026 general 0.0594 0.032 0.0021 0.0362 general 0.0594 0.000 0.0000 0.0000
OG0006238 general 0.2002 0.008 0.0013 0.0066 general 0.2002 0.011 0.0018 0.0089 general 0.2002 0.025 0.0040 0.0201
OG0006239 alternative 0.2428 0.127 0.0234 0.0965 alternative 0.0001 0.002 0.0000 0.0024 alternative 0.1392 0.022 0.0028 0.0204
OG0006240 general 0.0837 0.007 0.0008 0.0091 general 0.0837 0.011 0.0011 0.0135 general 0.0837 0.044 0.0047 0.0563
OG0006241 general 0.0750 0.015 0.0014 0.0183 general 0.0750 0.013 0.0012 0.0155 general 0.0750 0.026 0.0024 0.0317
OG0006242 general 0.0711 0.009 0.0013 0.0181 general 0.0711 0.012 0.0018 0.0257 general 0.0711 0.021 0.0032 0.0449
OG0006243 general 0.2517 0.012 0.0025 0.0098 general 0.2517 0.018 0.0036 0.0144 general 0.2517 0.066 0.0129 0.0513
OG0006244 alternative 0.0001 0.005 0.0000 0.0074 alternative 0.0001 0.004 0.0000 0.0060 alternative 0.0325 0.016 0.0006 0.0197
OG0006245 general 0.3737 0.005 0.0011 0.0028 general 0.3737 0.008 0.0019 0.0050 general 0.3737 0.017 0.0041 0.0109
OG0006246 general 0.1245 0.003 0.0005 0.0038 general 0.1245 0.005 0.0009 0.0069 general 0.1245 0.015 0.0025 0.0204
OG0006248 general 0.2032 0.008 0.0012 0.0059 general 0.2032 0.005 0.0009 0.0042 general 0.2032 0.000 0.0000 0.0000
OG0006249 general 0.4157 0.012 0.0028 0.0068 general 0.4157 0.046 0.0111 0.0268 general 0.4157 0.043 0.0104 0.0249
OG0006250 general 0.0333 0.008 0.0004 0.0107 general 0.0333 0.008 0.0004 0.0107 general 0.0333 0.028 0.0012 0.0366
OG0006251 general 0.2266 0.011 0.0026 0.0116 general 0.2266 0.008 0.0018 0.0081 general 0.2266 0.000 0.0000 0.0000
OG0006253 general 0.0800 0.003 0.0003 0.0040 general 0.0800 0.011 0.0010 0.0129 general 0.0800 0.022 0.0021 0.0267
OG0006254 general 0.3946 0.019 0.0044 0.0112 general 0.3946 0.033 0.0077 0.0194 general 0.3946 0.007 0.0017 0.0044
OG0006255 alternative 0.7713 0.570 0.1783 0.2312 alternative 0.2599 0.009 0.0019 0.0073 alternative 0.1658 0.006 0.0009 0.0053
OG0006257 alternative 0.2436 0.006 0.0010 0.0041 alternative 0.0988 0.006 0.0005 0.0055 alternative 0.0001 0.011 0.0000 0.0136
OG0006258 general 0.1818 0.029 0.0048 0.0262 general 0.1818 0.015 0.0025 0.0137 general 0.1818 0.053 0.0086 0.0471
OG0006259 general 0.2480 0.075 0.0144 0.0580 general 0.2480 0.005 0.0009 0.0037 general 0.2480 0.043 0.0083 0.0334
OG0006260 general 0.1047 0.008 0.0009 0.0090 general 0.1047 0.009 0.0010 0.0093 general 0.1047 0.030 0.0033 0.0319
OG0006261 general 0.0889 0.007 0.0007 0.0076 general 0.0889 0.020 0.0020 0.0222 general 0.0889 0.023 0.0023 0.0253
OG0006262 general 0.1981 0.024 0.0042 0.0210 general 0.1981 0.024 0.0042 0.0210 general 0.1981 0.092 0.0160 0.0805
OG0006263 alternative 0.4284 0.194 0.0517 0.1206 alternative 0.0775 0.015 0.0015 0.0197 alternative 0.1730 0.021 0.0037 0.0215
OG0006264 general 0.0267 0.017 0.0011 0.0424 general 0.0267 0.012 0.0008 0.0308 general 0.0267 0.011 0.0008 0.0282
